,_unit_id,_golden,_trusted_judgments,violence,violence_confidence,violence_gold,protest,protest_confidence,protest_gold,id,text,created_at
214,1285876670,False,4,1.0,0.5012,,1,0.5012,,348508154306363000,"RT @BenjaminHarvey: Speculation Turkey police not using gas because they're running out. Milliyet reported this week they'd used 130,000 ca",Sat Jun 22 18:29:53 +0000 2013
215,1285876671,False,4,0.0,1.0,,1,1.0,,341861035692663000,"RT @tamayza: What the Turkish Media Doesn't Show http://t.co/L6xXdW3Djk #TurkishMedia #Turkey #OccupyGezi #OccupyTurkey #OpTurkey"" via ""@",Tue Jun 04 10:16:37 +0000 2013
216,1285876672,False,3,,,,0,1.0,,347047402957599000,I'm at Uprise Elite Residence (Istanbul) w/ 4 others http://t.co/momO8osJqx,Tue Jun 18 17:45:23 +0000 2013
217,1285876673,False,3,,,,0,1.0,,342302406975029000,"RT @Slate: Turkey is now arresting people for using Twitter to spread ""untrue information."" More arrests are coming: http://t.co/BIvqoVSN2c",Wed Jun 05 15:30:28 +0000 2013
218,1285876674,False,3,,,,0,1.0,,345438659669012000,Istanbul Tweets is out! http://t.co/eSbk5UvuiB Top stories today via @elenitager @BulentJournal @140journos,Fri Jun 14 07:12:49 +0000 2013
219,1285876675,False,3,,,,0,1.0,,343258412257255000,~20 minutes of video journalism on the unrest going on in Turkey right now. Turkey's population is courageous. http://t.co/IjKLXYghQ9,Sat Jun 08 06:49:17 +0000 2013
220,1285876676,False,3,,0.0,,0,0.6656,,344422016578908000,"Protests continue in Taksim Square in Istanbul, Turkey. LIVE picture on NS CH3.",Tue Jun 11 11:53:02 +0000 2013
221,1285876677,False,3,0.0,0.6656,,1,0.6656,,341617354620412000,#direngezipark Istanbul United https://t.co/RAsEZCytnE,Mon Jun 03 18:08:18 +0000 2013
222,1285876678,False,3,,,,0,1.0,,341186888234828000,"people killing people over building of malls in turkey, not even going to comment on how insane the turkish gov is behaving.",Sun Jun 02 13:37:47 +0000 2013
223,1285876679,False,3,0.0,1.0,,1,1.0,,341309619404149000,"RT @YourAnonNews: "" http://t.co/J42CIbUa25 | HACKED | Target:DOWN | Operation Turkey #OpTurkey http://t.co/2KckERpewB ""
341309627742420992,Sun Jun 02 21:45:31 +0000 2013,""RT @YourAnonNews: Wow, talk about a strong strong revolutionary image from Turkey #OccupyGezi #direngeziparki http://t.co/tT1AVoefeD (Via @",Sun Jun 02 21:45:29 +0000 2013
224,1285876680,False,3,,0.0,,0,0.6656,,344532607012319000,RT @BenjaminHarvey: Turkish officials should ask themselves: How many people were injured in the 12 days that there were no police in Taksi,Tue Jun 11 19:12:29 +0000 2013
225,1285876681,False,3,,,,0,1.0,,345404516792943000,"RT @AnonOpsSE: Looks like #Turkey, but it's actually So Paulo, Brazil. http://t.co/m3WeN4sMLz #sp13j #passelivre",Fri Jun 14 04:57:08 +0000 2013
226,1285876682,False,3,,,,0,1.0,,342760500704203000,The TURKEY THURSDAY FISH plates - BAKED ONO w/ Lup Cheong Onions // BROILED ONO w/ Ponzu or Tartar Sauce #SIMPLYONOWAGONS @UHMFoodServices Onions // BROILED ONO w/ Ponzu or Tartar Sauce #SIMPLYONOWAGONS @UHMFoodServices,Thu Jun 06 21:50:46 +0000 2013
227,1285876683,False,3,0.0,1.0,,1,1.0,,340518041215435000,@guardiannews Good morning guardiannews #occupytaksim #direngezipark,Fri May 31 17:20:02 +0000 2013
228,1285876684,False,3,,,,0,1.0,,340917668100047000,RT @Hannes_Swoboda: Erdogan must stop his security forces to attack citizens in Istanbul and he should stop his provoking project.,Sat Jun 01 19:48:00 +0000 2013
229,1285876685,False,3,1.0,1.0,,1,1.0,,345958964724380000,RT @oemoral: Police announcing that they will raid Gezi Park in #Istanbul #OccupyGezi,Sat Jun 15 17:40:19 +0000 2013
230,1285876686,False,3,0.0,1.0,,1,1.0,,340776060503331000,RT @BuddysSimpson: #SesVerTrkiyeBulkeSahipsizDeil #provokasyonaGELMYORUZ #TrkiyemDireniyor #direngaziparki Always we're with you TURKE,Sat Jun 01 10:25:18 +0000 2013
231,1285876687,False,3,,,,0,1.0,,346310301584613000,"erdogan: are u ready for our song?
the crowd: yes",Sun Jun 16 16:56:24 +0000 2013
232,1285876688,False,3,0.0,0.6687,,1,0.6687,,340749842303300000,RT @YourAnonNews: Istanbul right now: http://t.co/ZrDD5snoGC #occupytaksim,Sat Jun 01 08:41:07 +0000 2013
233,1285876689,False,3,,0.0,,0,0.6656,,341458664755982000,journalism news Widespread protests over a park pose challenge to Turkey's prime minister - CNN http://t.co/EdckHLPYAA,Mon Jun 03 07:37:44 +0000 2013
234,1285876690,False,3,,0.0,,0,0.6656,,341283372468945000,RT @AmgedOsman: #Turkish police dressed as civilians attacking protesters from behind. They wear the same helmets. #Ismer #Turkey http://t.,Sun Jun 02 20:01:11 +0000 2013
235,1285876691,False,3,,,,0,1.0,,346636631547212000,"@taylormomsen there's a place for Turkey in your 'Light Me Up'? And you're perf, you're just the reason that I start loving rock",Mon Jun 17 14:33:07 +0000 2013
236,1285876692,False,3,,,,0,1.0,,341158778865070000,"RT @aylajean: Erdogan takes this chance to remind us he will also build a mosque in Taksim, for many the symbol of the secular republic #oc",Sun Jun 02 11:46:05 +0000 2013
237,1285876693,False,3,,,,0,1.0,,343065199529562000,RT @Sexpot_Sharon: Bloody hell its roastin. Jus got kicked owt of Iceland fer coolin mi fanny off with a bag of turkey dinersaws.,Fri Jun 07 18:01:32 +0000 2013
238,1285876694,False,3,,,,0,1.0,,341662862692979000,RT @spacely: My friends in Turkey cant access Twitter at the moment. Be grateful for internet.,Mon Jun 03 21:09:08 +0000 2013
239,1285876695,False,3,,,,0,1.0,,346292448856773000,"RT @eatps_: 18.15:[Istanbul]Karaky, hundreds of people closed the way. A vehicle from AKP stayed in between, protestors are demolishing it",Sun Jun 16 15:45:28 +0000 2013
240,1285876696,False,4,0.0,1.0,,1,1.0,,341127783927402000,Anonymous - Message to the Turkish Government (Gezi Park Demonstration) http://t.co/jBFETJ46Cu... http://t.co/CGDjrLhSGs,Sun Jun 02 09:42:56 +0000 2013
241,1285876697,False,3,,,,0,1.0,,341492192264729000,"RT @verge: As mass protests continue, Turkey's prime minister calls social media ""the worst menace to society."" http://t.co/O4oCCWLoGI",Mon Jun 03 09:50:57 +0000 2013
242,1285876698,False,3,,,,0,1.0,,345955783265092000,RT @oemoral: RT @BenjaminHarvey: Turkey top trend after Erdogan's latest speech: #1MilyonYarinTaksime (1MillionToTaksimTomorrow),Sat Jun 15 17:27:40 +0000 2013
243,1285876699,False,3,,,,0,1.0,,345451788410962000,RT @carlbildt: It would be truly shortsighted by EU to limit engagement with Turkey now. We should do the opposite. Its a society in searc,Fri Jun 14 08:04:59 +0000 2013
244,1285876700,False,3,,,,0,1.0,,344107878438822000,"""Turkey's premier lashes out, markets fall"" http://t.co/6bOKdquUhw",Mon Jun 10 15:04:46 +0000 2013
245,1285876701,False,3,,0.0,,0,0.6687,,345366373356151000,Test: Turkey mulls referendum to end park protest http://t.co/nfh19rvU5v,Fri Jun 14 02:25:34 +0000 2013
246,1285876702,False,3,,,,0,1.0,,348390987254612000,Germany and Turkey summon each others ambassadors over EU comments http://t.co/5EM9hAhZ47,Sat Jun 22 10:44:18 +0000 2013
247,1285876703,False,4,1.0,0.5012,,1,1.0,,341524740906820000,RT @CerenAksan: @PinarEris: People have killed their fear of authority - and the protests are growing #occupygezi #Turkey http://t.co/B6l,Mon Jun 03 12:00:18 +0000 2013
248,1285876704,False,3,1.0,0.6687,,1,0.6687,,340588473981481000,RT @cnnbrk: Police in Turkish city of Istanbul fire tear gas at protesters. http://t.co/lmEmDI8xgb,Fri May 31 21:59:54 +0000 2013
249,1285876705,False,3,,,,0,1.0,,346305307590414000,@MahirZeynalov Where can we find something to read that is honest and fair about the political and social situation in Turkey? Thanks.,Sun Jun 16 16:36:34 +0000 2013
250,1285876706,False,3,0.0,1.0,,1,1.0,,343104567900250000,RT @enough14: #OccupyGezi Livestream from #Ankara NOW! #Turkey #WeAreGezi http://t.co/du4D3CtS5i,Fri Jun 07 20:37:58 +0000 2013
251,1285876707,False,3,,,,0,1.0,,343631094949765000,COLD TURKEY....LIVE IN ACTION!!!,Sun Jun 09 07:30:12 +0000 2013
252,1285876708,False,3,,,,0,1.0,,349474750675960000,"RT @zeynep: State of press freedom in Turkey. Erdogan says BBC journo @selingirit is a traitor; she called for boycott. NO, she QUOTED some",Tue Jun 25 10:30:48 +0000 2013
253,1285876709,False,3,,0.0,,0,0.6656,,342630728913273000,"RT @BBCBreaking: Turkish Prime Minister Recep Tayyip Erdogan says he will go ahead with plans to redevelop Istanbul's Taksim Square, despit",Thu Jun 06 13:15:06 +0000 2013
254,1285876710,False,4,1.0,0.5012,,1,0.5012,,341354863474651000,They are shooting gas into people's homes!! http://t.co/7K1jidBxKP PLEASE HELP! #opturkey #USA #direnenturkiye #prayforturkey #direnizmir,Mon Jun 03 00:45:16 +0000 2013
255,1285876711,False,3,0.0,1.0,,1,1.0,,343802823387005000,Should you take a job you're overqualified for? http://t.co/Ag7eWw9dJx #occupygezi,Sun Jun 09 18:52:35 +0000 2013
256,1285876712,False,3,,,,0,1.0,,344380083290640000,U got to tune to CNN nd wtch wht goin down at Instabul in turkey,Tue Jun 11 09:06:24 +0000 2013
257,1285876713,False,3,0.0,0.6667,,1,1.0,,346419274748928000,"""Turkish police: we're fighting inhuman work conditions, not protesters."" THEN JOIN THEM! http://t.co/abbW7WNylF #occupygezi",Mon Jun 17 00:09:25 +0000 2013
258,1285876714,False,3,,,,0,1.0,,346028546193490000,RT @Hannes_Swoboda: Erdogan's action against protesters at Taksim is a grave mistake. Great majority of them could help to build a new Turk,Sat Jun 15 22:16:48 +0000 2013
259,1285876715,False,3,,,,0,1.0,,340554415624819000,"RT @Turkeyreport: Today, May 31 2013, will go down in history as Black Friday cos of failure of #Turkish mainstream #media to report on pol",Fri May 31 19:44:34 +0000 2013
260,1285876716,False,3,0.0,0.6656,,1,1.0,,340889841464123000,"RT @headhntr: ""This is not about a park. This is about abuse of state power, media censorship, democracy."" #OccupyGezi #Turkey http://t.co",Sat Jun 01 17:57:26 +0000 2013
261,1285876717,False,3,0.0,1.0,,1,1.0,,341504455591731000,RT @YourAnonNews: #OccupyGezi is trending worldwide again! It's the power of the people's voice. #direngeziparki http://t.co/bdaxh8rqxQ,Mon Jun 03 10:39:41 +0000 2013
262,1285876718,False,3,,,,0,1.0,,344477798930457000,"RT @30SECONDSTOMARS: Due to the political unrest, our show in Turkey has been cancelled. We fully support the people fighting for their fre",Tue Jun 11 15:34:42 +0000 2013
263,1285876719,False,3,,0.0,,0,0.6656,,342812490213781000,"Dozens arrested in Turkey over protest tweets, accused of 'inciting hatred' RT News | @scoopit http://t.co/xUUdLZixqa",Fri Jun 07 01:17:21 +0000 2013
264,1285876720,False,3,0.0,1.0,,1,1.0,,340523220329439000,@AliBTER1 How To Defend Yourself Against #TearGas https://t.co/rekqSG7GpA http://t.co/BL8xZ3pnEq http://t.co/QmfBYjsMWC #occupygezi,Fri May 31 17:40:36 +0000 2013
265,1285876721,False,3,0.0,0.6656,,1,0.6656,,341621473397588000,RT @OccupyWallSt: MT @luckytran: Looks like @NY1headlines will be covering the #occupygezi Turkish consulate protest live in 1 hour. If you,Mon Jun 03 18:24:40 +0000 2013
266,1285876722,False,3,1.0,0.6687,,1,1.0,,340937135894970000,"Greek media @skaigr reports the death of a protester with the disgusting title ""He provoked the water cannon and he died"" #occupygezi",Sat Jun 01 21:05:22 +0000 2013
267,1285876723,False,3,0.0,1.0,,1,1.0,,341228849960468000,"RT @yunusgunce: Free clothes, free food...free-dom! #bubirsivildirenis #direngeziparki #direnankara #tayyipistifa @CNN http://t.co/KyOb5d4x",Sun Jun 02 16:24:32 +0000 2013
268,1285876724,False,3,0.0,1.0,,1,1.0,,340634540253004000,RT @YourAnonNews: This Is Turkish Democracy In 2013! #direngeziparki #occupygezi http://t.co/YT3ZP24Y2F,Sat Jun 01 01:02:57 +0000 2013
269,1285876725,False,3,,,,0,1.0,,346591163291165000,Turkish unions call strike after weekend of street clashes http://t.co/z80WEaBzPn,Mon Jun 17 11:32:27 +0000 2013
270,1285876726,False,3,,,,0,1.0,,340981159230063000,Photos and videos show protests spreading across Turkey http://t.co/IQyLYo1Rfm,Sun Jun 02 00:00:18 +0000 2013
271,1285876727,False,3,0.0,1.0,,1,1.0,,346597146465804000,Istanbul: Gezi Park silent after protesters dispersed video http://t.co/bKphChcPQj,Mon Jun 17 11:56:13 +0000 2013
272,1285876728,False,3,,,,0,1.0,,341499664656372000,RT @ruslantrad: Islamization is not the reason for the protests in Turkey. We are talking about universal issues such as censorship.,Mon Jun 03 10:20:39 +0000 2013
273,1285876729,False,4,1.0,0.5012,,1,0.7494,,340596780020417000,"I've spent a lot of time in #Turkey, &amp; it's weird to have someone so close to #occupygezi that she's breathing teargas. #turkishspring",Fri May 31 22:32:54 +0000 2013
274,1285876730,False,3,,,,0,1.0,,341853639737999000,RT @HDNER: Opposition leader likens police crackdown on demonstrators in #Turkey to Nazi gas chambers http://t.co/4bbmOk9trT,Tue Jun 04 09:47:13 +0000 2013
275,1285876731,False,4,,,,0,1.0,,342788945035280000,"RT @Pitbull: then off to #milan, #telaviv, #istanbul and #tirana then its #asia baby! #mrworldwide #globalwarmingtour http://t.co/Hc3hKfT",Thu Jun 06 23:43:47 +0000 2013
276,1285876732,False,3,,,,0,1.0,,341334071428932000,"I have all these folks from turkey that follow my photos on IG, so i am showing alpgalip's photo http://t.co/quz1puwKSg",Sun Jun 02 23:22:38 +0000 2013
277,1285876733,False,3,,,,0,1.0,,346210338401821000,"RT @fozavci: doctors are getting arrested, lawyers are arrested already, the people who arrested last night are missing and police deny it.",Sun Jun 16 10:19:11 +0000 2013
278,1285876734,False,4,,0.0,,0,0.7494,,341206218431422000,GlobalNews: 02 Jun 13 Turkey's media ignores protests http://t.co/fDTDDhtXxO Why the demonstrators are barely visi... http://t.co/CnTHJNYFnN,Sun Jun 02 14:54:36 +0000 2013
279,1285876735,False,4,,,,0,1.0,,342153156660195000,Smoked turkey with BBQ gravy http://t.co/aoqb7f6Bxy,Wed Jun 05 05:37:24 +0000 2013
280,1285876736,False,3,,,,0,1.0,,340923574548312000,RT @guardian: Top story = Erdogan faces fury of the streets as Istanbul erupts into mass protests http://t.co/58qPKoWC9h,Sat Jun 01 20:11:28 +0000 2013
281,1285876737,False,3,,,,0,1.0,,340500238857023000,RT @tmorello: Call to World Press: Istanbul needs Int. support against police terror and chemical war. http://t.co/3RtSxWns5W,Fri May 31 16:09:17 +0000 2013
282,1285876738,False,3,0.0,1.0,,1,1.0,,341694837365539000,RT @RT_com: PHOTO: Police in Ankara are concealing the ID numbers on their helmets as they clash with #OccupyGezi protesters http://t.co/dN,Mon Jun 03 23:16:12 +0000 2013
283,1285876739,False,3,0.0,1.0,,1,1.0,,343671000573039000,"#Turkey - Gezi Park demonstrations are a delayed revolt, says main opposition leader http://t.co/8e7KnJFZKZ",Sun Jun 09 10:08:46 +0000 2013
284,1285876740,False,3,0.0,1.0,,1,1.0,,345327111826973000,"RT @zeynep: I'm back by the piano. Crowd singing along: ""Some say I'm a dreamer, but I'm not the only one..."" #occupygezi http://t.co/ON0VN",Thu Jun 13 23:49:33 +0000 2013
285,1285876741,False,3,0.0,1.0,,1,1.0,,340803044071588000,You'll never walk alone! #occupygezi,Sat Jun 01 12:12:32 +0000 2013
286,1285876742,False,3,0.0,1.0,,1,1.0,,341945156611748000,Sunset over a #peaceful #occupygezi #demonstration in #Taksim #Square yesterday evening #direngezipark http://t.co/ea2DFMn6fy,Tue Jun 04 15:50:53 +0000 2013
287,1285876743,False,3,0.0,0.6656,,1,1.0,,344554436644962000,RT @PJenningsUNI: #erdogan shutting down democracy?Now he arrests lawyers.Universal condemnation of police violence #WeAreGezi #turkeynotal,Tue Jun 11 20:39:13 +0000 2013
288,1285876744,False,3,0.0,1.0,,1,1.0,,345813982038331000,Taksim Solidatry to continue their struggle #occupygezi,Sat Jun 15 08:04:12 +0000 2013
289,1285876745,False,3,,,,0,1.0,,348501660030620000,23 days till turkey #buzzing,Sat Jun 22 18:04:05 +0000 2013
290,1285876746,False,3,,,,0,1.0,,341146253796717000,RT @Ziya_Meral: PM Erdogan live: In 10 years we planted 2 billion new trees across Turkey. More 160 new parks built. More than 3 million ol,Sun Jun 02 10:56:19 +0000 2013
291,1285876747,False,3,,,,0,1.0,,342042460924543000,"RT: WATCH: Riots, Police Brutality and Revolution in Turkey - June 2013: http://t.co/pIgNAhEBrk #NWO #Turkey #PoliceState from ANewWorldO...",Tue Jun 04 22:17:32 +0000 2013
292,1285876748,False,3,,,,0,1.0,,341516836019507000,@NorahODonnell @CBSThisMorning @SenJohnMcCain @nancycordes @JanCBS @TerrellCBS No Turkey coverage?,Mon Jun 03 11:28:53 +0000 2013
293,1285876749,False,3,,,,0,1.0,,346531047485346000,@chocolatdarte we couldn't even fit the boiled garlic crab and turkey neck in the picture ,Mon Jun 17 07:33:34 +0000 2013
294,1285876750,False,3,,,,0,1.0,,343455886880154000,RT @Parditti: again again again police are using teargas and water cannons on totally peaceful protesters in Ankara. ENOUGH! #direnankara @,Sat Jun 08 19:53:59 +0000 2013
295,1285876751,False,3,,,,0,1.0,,341614931151557000,RT @MarcusMiller959: The news coming from Turkey has been very disturbing. I am concerned for the safety of my friends in Istanbul and... h,Mon Jun 03 17:58:41 +0000 2013
296,1285876752,False,3,0.0,1.0,,1,1.0,,344084427757978000,RT @DesertAnarchist: The New Dictator! And the fall of... Soon everywhere on Internet! #occupygezi #direngeziparki #ProvokatrTayyip http:,Mon Jun 10 13:31:35 +0000 2013
297,1285876753,False,3,0.0,1.0,,1,1.0,,341940811765780000,RT @niketkoglidi: Hey apulmore! Can we go gas shopping? #EylemVakti #occupygezi http://t.co/awJYF9Yrwb,Tue Jun 04 15:33:37 +0000 2013
298,1285876754,False,3,,,,0,1.0,,346754636000141000,"RT @arwaCNN: Hours ago one man stood utterly still in taksim square, #duranadam (standing man) # started...now he's been joined by dozens o",Mon Jun 17 22:22:02 +0000 2013
299,1285876755,False,3,1.0,0.3344,,1,0.6687,,344525767318843000,RT @Istanbultelaviv: watching CNN. real worried. it seems #turkish gov. has completely mismanaged from a to z #occupygezi,Tue Jun 11 18:45:18 +0000 2013
300,1285876756,False,3,,,,0,1.0,,346235442095600000,My favorite dish is turkey lasagna. UHH #vermont @AmandaOlszyk,Sun Jun 16 11:58:56 +0000 2013
301,1285876757,False,3,,,,0,1.0,,341122254316376000,Turkish protest takes root in Istanbul square after security forces withdraw http://t.co/gd4v3ZlpeO,Sun Jun 02 09:20:57 +0000 2013
302,1285876758,False,3,0.0,1.0,,1,1.0,,340880905684021000,"spread the word about the #protests in #Turkey, @OccupyGezi_ http://t.co/DHaw4g61E0",Sat Jun 01 17:21:55 +0000 2013
303,1285876759,False,3,1.0,0.6656,,1,0.6656,,340777708671861000,RT @gulesin: This link has photographs of violent police and state fascism in #Turkey and #Istanbul http://t.co/fmvEk0Qy80 Spread it every,Sat Jun 01 10:31:51 +0000 2013
304,1285876760,False,4,1.0,0.7494,,1,1.0,,340524347628339000,Clashes at Istanbul park protest: Turkish police use tear gas and water cannon against people protesting again... http://t.co/Hvloo7ekdq,Fri May 31 17:45:05 +0000 2013
305,1285876761,False,3,,0.0,,0,0.6656,,346173271353459000,RT @zeynep: Turkish newspaper Taraf ordered not to report on data surveillance in Turkey. So it publishes penguins on front page. http://t.,Sun Jun 16 07:51:54 +0000 2013
306,1285876762,False,3,,,,0,1.0,,342132436110557000,"Actual weather in Balikesir: 13C, Sunny - http://t.co/4GlgEHnP0T #Balikesir",Wed Jun 05 04:15:03 +0000 2013
307,1285876763,False,4,,0.0,,0,0.7494,,342790131159273000,"RT @VOT99: VERY DANGEROUS CHANTING Y FOLLOWERS OF ERDOGAN:""LET US GO AND CRASH TAKSIM..""",Thu Jun 06 23:48:30 +0000 2013
308,1285876764,False,3,0.0,1.0,,1,1.0,,341613551967936000,RT @Maheroshkof: #Turkey #occupygezi #direngeziparki #Erdogan #BBC #CNN world should see what happen in #Turkey http://t.co/XsVr86fq0t,Mon Jun 03 17:53:12 +0000 2013
309,1285876765,False,3,0.0,1.0,,1,1.0,,344181805416587000,Gezi Park protests may turn 2014 election calculations upside down - http://t.co/vWNG2qrhl1 (via @HDNER),Mon Jun 10 19:58:31 +0000 2013
310,1285876766,False,4,1.0,1.0,,1,1.0,,348500539300004000,Watercannons and teargas against carnations. They must be really desperate and afraid #redhack #direngezi #occupygezi #direnankara,Sat Jun 22 17:59:38 +0000 2013
311,1285876767,False,3,1.0,0.6687,,1,1.0,,343686388878828000,"RT @Aufildubosphore ""6 police officers committed suicide during the #occupygezi according to the Police Association""",Sun Jun 09 11:09:55 +0000 2013
312,1285876768,False,3,,,,0,1.0,,347257973267120000,"Can Erdogan learn these lessons? 
Postcard From Turkey http://t.co/cLDpoLtNLo",Wed Jun 19 07:42:07 +0000 2013
313,1285876769,False,3,,0.0,,0,0.6656,,340571164680270000,Police Attack Protesters in Istanbuls Taksim Square http://t.co/3RywNlCDff,Fri May 31 20:51:07 +0000 2013
314,1285876770,False,3,0.0,1.0,,1,1.0,,340922674421309000,RT @AboutAnonymous: To the people from #Turkey: Stay strong! We see what happens! | #occupygezi | http://t.co/GGWPz7aq4x,Sat Jun 01 20:07:54 +0000 2013
315,1285876771,False,4,,,,0,1.0,,343416487622619000,"Norway 3 - 1 England
Istanbul comeback ? :)
#fill",Sat Jun 08 17:17:25 +0000 2013
316,1285876772,False,4,0.0,1.0,,1,1.0,,340926805835919000,"RT @MrChristos: urkish government is blocking social networking USE THIS
#Turkey #istanbul #OccupyGezi #DirenGeziParki #RESISTAKSIM http:/",Sat Jun 01 20:24:19 +0000 2013
317,1285876773,False,3,,,,0,1.0,,345149722740273000,@PeaceSelin: @balcasagmanli are we the only azaleans in turkey ? :( yup pretty sure we r,Thu Jun 13 12:04:41 +0000 2013
318,1285876774,False,3,,,,0,1.0,,344169851658576000,I'm hungry. Bout to cook some of this turkey bacon for my BLT,Mon Jun 10 19:11:01 +0000 2013
319,1285876775,False,3,0.0,0.6656,,1,0.6656,,340619584551915000,RT @NaryNes: All our support for Turkey we pray for you #occupygezi #France @toygarisikli http://t.co/dC70W0XUGJ,Sat Jun 01 00:03:32 +0000 2013
320,1285876776,False,4,,,,0,1.0,,343122266390938000,"RT @sibeledmonds: Read the latest reports on Syria, Turkey, Russia, Central Asia &amp; More @ BFP Nightly News-Views-Videos &amp; Podcast: http://t",Fri Jun 07 21:48:17 +0000 2013
321,1285876777,False,3,0.0,1.0,,1,1.0,,341960390126739000,The fight to protect Turkey's green spaces began decades ago http://t.co/rhGvNavrmg #turkey #occupygezi #occupytaksim #rbnews #turkiye #gezi,Tue Jun 04 16:51:25 +0000 2013
322,1285876778,False,4,,,,0,1.0,,347070674730369000,RT @SusanSarandon: Dark days in #Istanbul: What happened last weekend and how you can take action: http://t.co/ME68m4O63k #Turkey,Tue Jun 18 19:17:51 +0000 2013
323,1285876779,False,3,,,,0,1.0,,341177812541125000,RT @JaredLeto: We are with you #TURKEY,Sun Jun 02 13:01:43 +0000 2013
324,1285876780,False,3,,,,0,1.0,,345451556180742000,:) RT @9GAG: Meanwhile in Turkey http://t.co/mHZ915yvYp,Fri Jun 14 08:04:03 +0000 2013
325,1285876781,False,3,,,,0,1.0,,345303518657274000,"@GroverNorquist Assuming your passport is up to date,fly to Turkey &amp; head S.. Buy rifle on Syria side of border Find some rebels,have at it",Thu Jun 13 22:15:48 +0000 2013
326,1285876782,False,3,,,,0,1.0,,341229970535883000,RT @Sherbs1: @OnlyFreeThought @JohnSemenowicz Turkey is a wonderful country and its constitution should be protected from any Religious in,Sun Jun 02 16:28:59 +0000 2013
327,1285876783,False,3,,,,0,1.0,,342786308957151000,RT @oncebidinle: Grand theft auto Turkey http://t.co/M0UXmiT6j5,Thu Jun 06 23:33:19 +0000 2013
328,1285876784,False,3,,,,0,1.0,,343807872934752000,11 Images From Turkey That Will Give You the Warm Fuzzies via @PolicyMic | @racdavids http://t.co/E94SEEdn5T,Sun Jun 09 19:12:39 +0000 2013
329,1285876785,False,3,0.0,0.6687,,1,0.6687,,340762974375526000,RT @Burakozorus: This is stanbul ! This is revulation! Please help us! RT @BBCWorld #direngeziparki http://t.co/pIrxbjjF7d,Sat Jun 01 09:33:18 +0000 2013
330,1285876786,False,3,,,,0,1.0,,342769109001449000,"RT @AKGenclikGM: ""FactsaboutTurkey"" Turkey is the worlds 17th and Europes 6th biggest economy http://t.co/2LwfgvS0fq #WeAreErdoan Seninl",Thu Jun 06 22:24:58 +0000 2013
331,1285876787,False,3,,,,0,1.0,,341913324310634000,French Toast And Turkey Sausages For Breakfast,Tue Jun 04 13:44:23 +0000 2013
332,1285876788,False,3,0.0,1.0,,1,1.0,,341967059095273000,"RT @ProSyriana: The protesters aren't going away, they've even built an outdoor library, feel free to donate books :) #OccupyGezi http://t.",Tue Jun 04 17:17:55 +0000 2013
333,1285876789,False,3,0.0,1.0,,1,1.0,,340876338858689000,RT @AybikeH: @d_TRIX PLEASE RT AND LET THE WHOLE WORLD KNOW WHATS GOING ON IN TURKEY #occupygezi #occupyturkey #pray4turkey http://t.co/udm,Sat Jun 01 17:03:47 +0000 2013
334,1285876790,False,3,,,,0,1.0,,343329192638816000,#europe Turkish prime minister to convene party leadership: ISTANBUL (AP) Turkey's prime minister prepared t... http://t.co/X4Wjdh2d4j,Sat Jun 08 11:30:32 +0000 2013
335,1285876791,False,3,,,,0,1.0,,347935257410019000,RT @EarthBeauties: Beautiful Turkey. http://t.co/bbBSmxNIQv,Fri Jun 21 04:33:24 +0000 2013
336,1285876792,False,3,,,,0,1.0,,347525986583192000,"Turkey always calls me ""PATNA"" lol",Thu Jun 20 01:27:06 +0000 2013
337,1285876793,False,4,,,,0,1.0,,340626465777385000,RT @kimyk10: what going on in istanbul?,Sat Jun 01 00:30:52 +0000 2013
338,1285876794,False,3,,,,0,1.0,,344950776193483000,@BreitbartNews We need to watch what is happening in Turkey. Our president seems A LOT like their PM,Wed Jun 12 22:54:08 +0000 2013
339,1285876795,False,3,,0.0,,0,0.6656,,342720971372900000,RT @joostlagendijk: Must read: The Economist | Turkey's troubles: Democrat or sultan? http://t.co/xwcBIApsVr,Thu Jun 06 19:13:41 +0000 2013
340,1285876796,False,3,1.0,0.3333,,1,0.6667,,342953127533748000,@RT_Erdogan denounces #Gezi park demonstrators linked with terrorist groups. http://t.co/rsebpATjnV,Fri Jun 07 10:36:12 +0000 2013
341,1285876797,False,3,0.0,1.0,,1,1.0,,341197461659996000,#Graffiti in #taksim : Revolution will not be televised it will be tweeted. http://t.co/F75Xbf0meL #turkey #occupygezi #direngezi #istanbul,Sun Jun 02 14:19:48 +0000 2013
342,1285876798,False,3,,,,0,1.0,,344480017897648000,49 #turkish attorney under custody https://t.co/JLvI7Jgnbk via @ismaildmrc on #Facebook cc @Asso_SHERPA @fidh_en @LWOB,Tue Jun 11 15:43:31 +0000 2013
343,1285876799,False,3,0.0,0.6656,,1,1.0,,344462162535784000,RT @RT_com: WATCH LIVE: Bulldozers dismantle barricades at police-controlled Taksim Square http://t.co/CFaUiMFU3r #occupygezi #occupyturkey,Tue Jun 11 14:32:34 +0000 2013
344,1285876800,False,3,,0.0,,0,0.6656,,343795535037206000,"RT @amberinzaman: #Erdogan speaks for 5th time repeating same old ""louts"" and ""lobbies"" speech.Turkish tv broadcasts every world live,ignor",Sun Jun 09 18:23:37 +0000 2013
