,Unnamed: 0,_unit_id,_golden,_unit_state_x,_trusted_judgments,_last_judgment_at_x,violence_judgment,violence,violence_confidence,protest_judgment_x,protest,protest_confidence,created_at,id,proccd_text,clean_text,non_vio_prob,vio_prob,violence_prediction
91,262,1657978317,False,finalized,3,04/05/18 21:44,110,1.0,0.6714,111,1,1.0,Sun Jun 16 18:53:55 +0000 2013,3.4634e+17,rt usrId istanbul chanting we will win through resistane 346339886430822400 sun jun DD 18 53 58 00 2013 istanbul shaken by fresh violence httpAddress httpAddress via usrId jun DD 18 54 04 00 2013 rt usrId rt pls !! #direngeziparki youranonnews police dropping teargas bombs from httpAddress #occupygezi #taksim,chanting win resistane shaken fresh violence via pls youranonnews police dropping teargas bombs,0.7513438360022305,0.24865616399776938,0.0
92,265,1657978321,False,finalized,3,04/03/18 20:52,101,1.0,0.6658,111,1,1.0,Sun Jun 16 14:37:49 +0000 2013,3.46275e+17,#occupygezi #stanbul #taksim no ! istanbul is not foggy in httpAddress it is tear gas ! httpAddress,stanbul foggy tear gas,0.6427341094166513,0.35726589058334873,1.0
93,269,1657978331,False,finalized,3,04/03/18 21:34,000,0.0,1.0,111,1,1.0,Sun Jun 16 20:13:22 +0000 2013,3.4636e+17,rt usrId olympic games of httpAddress you must be very proud pm httpAddress #occupygezi #occupyturkey,olympic games must proud occupyturkey,0.9060130124411939,0.09398698755880615,0.0
94,274,1657978336,False,finalized,3,04/03/18 19:26,000,0.0,1.0,111,1,1.0,Wed Jun 05 18:31:46 +0000 2013,3.42348e+17,usrId usrId #direngeziparki #direnankara #direnrize just starting,direnrize starting,0.8923167362700648,0.10768326372993524,0.0
95,283,1657978361,False,finalized,3,04/03/18 18:02,010,0.0,0.6667,111,1,1.0,Mon Jun 10 15:01:31 +0000 2013,3.44107e+17,occupy turkey activists arrested for social media posts amid httpAddress httpAddress via usrId,occupy activists arrested social media posts amid via,0.6882583210067226,0.3117416789932775,0.0
96,287,1657978368,False,finalized,3,04/03/18 18:46,000,0.0,1.0,111,1,1.0,Mon Jun 03 09:43:41 +0000 2013,3.4149e+17,re youtube associatedpress raw protests heat up in turkey httpAddress,youtube associatedpress raw heat,0.8923167362700648,0.10768326372993524,0.0
97,290,1657978372,False,finalized,3,04/04/18 09:01,01,1.0,0.3342,110,1,0.6658,Fri May 31 15:46:23 +0000 2013,3.40494e+17,rt usrId after a day of ignoring protests and police violence in #istanbul every major channel aired entire 45 minute presser b,day ignoring police violence every major channel aired entire minute presser b,0.5446515947564106,0.45534840524358955,1.0
98,294,1657978378,False,finalized,3,04/03/18 22:10,00,0.0,0.6712,101,1,0.6712,Mon Jun 17 18:46:05 +0000 2013,3.467e+17,thanks vlad great video audio #occupygezi live at httpAddress,thanks vlad great video audio live,0.8689692771130515,0.13103072288694836,0.0
99,295,1657978379,False,finalized,3,04/06/18 14:35,011,1.0,0.6666,111,1,1.0,Sat Jun 08 22:25:14 +0000 2013,3.43494e+17,rt usrId had to spray my eyes with malox httpAddress now standing by a fire because smoke helps with tear httpAddress right now in httpAddress #occupyg,spray eyes malox standing fire smoke helps tear right occupyg,0.9058905970803482,0.09410940291965189,0.0
100,297,1657978381,False,finalized,3,04/03/18 22:23,000,0.0,1.0,111,1,1.0,Sat Jun 01 23:46:33 +0000 2013,3.40978e+17,rt usrId video allegedly showing a protester being run over by a police vehicle in #ankara #turkey httpAddress #occupygezi #t,video allegedly showing protester run police vehicle ankara t,0.6028843169065,0.39711568309350004,1.0
101,304,1657978389,False,finalized,3,04/03/18 21:23,001,0.0,0.6622,111,1,1.0,Sat Jun 01 05:52:37 +0000 2013,3.40707e+17,rt usrId istanbul park battle teargas and clashes amid tree uprooting project photo gallery httpAddress #occupygezi #turkey,battle teargas clashes amid tree uprooting project photo gallery,0.8483359974958538,0.15166400250414638,0.0
102,305,1657978391,False,finalized,3,04/07/18 17:04,000,0.0,1.0,111,1,1.0,Tue Jun 25 13:56:03 +0000 2013,3.49526e+17,rt usrId the real side of gezi with me on live tv . my only request would be to show the footage i provide as well #stoplyingcnn,real side live tv request would show footage provide well stoplyingcnn,0.83826917037605,0.16173082962394997,0.0
103,306,1657978392,False,finalized,3,4/22/2018 12:37:26,1,0.0,0.0,1,0,0.6783,Mon Jun 03 13:06:26 +0000 2013,3.41541e+17,why turks are fighting to take back istanbul by david kenner fp passport httpAddress,turks fighting take back david kenner fp passport,0.8923167362700648,0.10768326372993524,0.0
104,314,1657978406,False,finalized,3,04/03/18 21:18,011,1.0,0.6594,111,1,1.0,Fri May 31 21:09:42 +0000 2013,3.40576e+17,rt usrId this old man lost an ear #occupygezi but the police didn t allow the ambulance to move in ! httpAddress,old man lost ear police allow ambulance move,0.682818417111464,0.3171815828885361,0.0
105,324,1657978423,False,finalized,3,4/22/2018 18:44:43,0,0.0,0.0,1,0,0.6667,Fri Jun 21 20:03:20 +0000 2013,3.48169e+17,#news #anarchy #alt san francisco police swarm gezi gardens to prevent re occupation as httpAddress httpAddress #retweet #current,news anarchy alt san francisco police swarm gardens prevent occupation retweet current,0.7365518732619846,0.26344812673801554,0.0
106,326,1657978429,False,finalized,3,04/07/18 15:51,101,1.0,0.6667,111,1,1.0,Sat Jun 01 07:40:14 +0000 2013,3.40735e+17,rt usrId already had our morning dose of tear httpAddress good morning to you too riot police #occupygezi #turkey,already morning dose tear good morning riot police,0.7303383827291812,0.2696616172708189,0.0
107,332,1657978435,False,finalized,3,04/03/18 21:22,000,0.0,1.0,111,1,1.0,Tue Jun 11 11:35:01 +0000 2013,3.44417e+17,erdogan pledges no more tolerance for protest amid police crackdown httpAddress #occupygezi,erdogan pledges tolerance amid police crackdown,0.8145837816657496,0.18541621833425015,0.0
108,342,1657978457,False,finalized,3,04/03/18 18:11,000,0.0,1.0,111,1,1.0,Sun Jun 02 07:02:06 +0000 2013,3.41087e+17,rt usrId rt usrId #turkey you are not alone !! #occupygezi #gezi # solidarity httpAddress via nyxxisnite,alone solidarity via nyxxisnite,0.9031528740635981,0.09684712593640186,0.0
109,346,1657978463,False,finalized,3,4/18/2018 05:47:05,001,0.0,0.6667,111,1,1.0,Sat Jun 01 17:36:56 +0000 2013,3.40885e+17,besiktas s going to down by the httpAddress ! help ! #direngezipark #occupygezi,besiktas going help,0.8213700400458511,0.17862995995414893,0.0
110,347,1657978466,False,finalized,3,04/06/18 12:30,0,0.0,0.0,10,0,0.6666,Sun Jun 16 14:30:19 +0000 2013,3.46274e+17,looking at erdogan attacking peaceful protesters one can only imagine what ak would have done if flotilla would have invaded turkey waters,looking erdogan attacking peaceful one imagine ak would done flotilla would invaded waters,0.8794206662748234,0.12057933372517687,0.0
111,350,1657978469,False,finalized,3,4/21/2018 17:56:14,001,0.0,0.6783,111,1,1.0,Sun Jun 02 13:05:35 +0000 2013,3.41179e+17,rt usrId solidarity from yuri ! catfuck the police ! #occupygezi httpAddress,solidarity yuri catfuck police,0.8011016525146939,0.19889834748530583,0.0
112,351,1657978470,False,finalized,3,4/22/2018 18:17:21,000,0.0,1.0,111,1,1.0,Sun Jun 09 11:19:31 +0000 2013,3.43689e+17,rt usrId turkish pm erdogan i will not seek permission from hoodlums to implement my plans for taksim #occupygezi httpAddress,erdogan seek permission hoodlums implement plans,0.9434848207969948,0.05651517920300515,0.0
113,355,1657978477,False,finalized,3,04/03/18 19:03,00,0.0,0.6676,11,1,0.6676,Sat Jun 15 12:06:37 +0000 2013,3.45875e+17,rt usrId for correct information in english from taksim solidarity only pay attention to the announcements made via this account,correct information english solidarity pay attention announcements made via account,0.9031528740635981,0.09684712593640186,0.0
114,356,1657978478,False,finalized,3,04/03/18 21:51,000,0.0,1.0,111,1,1.0,Sat Jun 01 07:59:07 +0000 2013,3.40739e+17,edo fashion shop in taksim also said that if people need a place to stay their shop is httpAddress #occupygezi #tokyo #istanbul,edo fashion shop also said people need place stay shop tokyo,0.881551696476257,0.11844830352374283,0.0
115,357,1657978480,False,finalized,3,04/03/18 19:13,000,0.0,1.0,111,1,1.0,Sun Jun 02 01:33:53 +0000 2013,3.41005e+17,on one hand there is the fascist httpAddress the other atatrks httpAddress turkey rebellion ! cnn usrId usrId usrId #occupygezi,one hand fascist atatrks rebellion cnn,0.5861382325063099,0.4138617674936901,1.0
116,359,1657978482,False,finalized,3,4/22/2018 18:44:43,000,0.0,1.0,111,1,1.0,Sat Jun 15 21:30:30 +0000 2013,3.46017e+17,siraselviler near german hospital #occupygezi httpAddress,siraselviler near german hospital,0.8923167362700648,0.10768326372993524,0.0
117,362,1657978487,False,finalized,3,4/26/2018 20:46:16,111,1.0,1.0,111,1,1.0,Fri May 31 15:13:34 +0000 2013,3.40486e+17,occupygezi turkish police fire teargas at anti government protesters video .. ibtimes httpAddress,police fire teargas anti government video ibtimes,0.9000234524200035,0.09997654757999658,0.0
118,364,1657978492,False,finalized,3,04/03/18 17:29,000,0.0,1.0,111,1,1.0,Tue Jun 04 16:14:55 +0000 2013,3.41951e+17,rt usrId turkey guess who has the contract to develop istanbul s gezi park ? 341951233139023872 tue jun DD 16 15 01 00 2013 rt usrId brutally tear gassed woman in red is symbol of turkey s occupy gezi httpAddress,guess contract develop brutally tear gassed woman red symbol occupy,0.8360061100564922,0.16399388994350786,0.0
119,376,1657978507,False,finalized,3,04/03/18 22:25,000,0.0,1.0,111,1,1.0,Tue Jun 18 14:50:37 +0000 2013,3.47003e+17,usrId usrId did you criticize yourself regarding fake news of #geziparki ?,criticize regarding fake news,0.8661901678320844,0.1338098321679156,0.0
120,379,1657978511,False,finalized,3,4/21/2018 18:05:25,0,0.0,0.0,1,0,0.6783,Fri May 31 16:23:19 +0000 2013,3.40504e+17,rt usrId over DD people meeting in london hyde park to protest police brutality in httpAddress everyone welcome ! httpAddress,people meeting london hyde police brutality everyone welcome,0.6663403258383526,0.3336596741616475,0.0
121,381,1657978513,False,finalized,3,04/07/18 17:04,11,1.0,0.6667,11,1,0.6667,Sat Jun 01 08:03:22 +0000 2013,3.4074e+17,rt usrId having spent afternoon around taksim police behavior worse than anything i ever saw in baku or tiflis past httpAddress sad d,spent afternoon around police behavior worse anything ever saw baku tiflis past sad,0.8205106029136856,0.17948939708631448,0.0
122,385,1657978522,False,finalized,3,04/03/18 18:24,111,1.0,1.0,111,1,1.0,Tue Jun 11 18:32:56 +0000 2013,3.44523e+17,rt usrId photo tear gas water cannon continue to be deployed by turkish police in #taksim square httpAddress httpAddress,photo tear gas water cannon continue deployed police square,0.16877501625587543,0.8312249837441247,1.0
123,386,1657978523,False,finalized,3,04/03/18 19:09,000,0.0,1.0,111,1,1.0,Sun Jun 02 11:13:18 +0000 2013,3.41151e+17,rt usrId my heart is with turkish people who are defending their rights #occupygezi #direngeziparki #taksim #direnankara,heart people defending rights,0.8243710669446168,0.17562893305538313,0.0
124,389,1657978526,False,finalized,3,04/03/18 22:16,00,0.0,0.6631,11,1,0.6631,Thu Jun 13 21:46:03 +0000 2013,3.45296e+17,taksim square is unbelievable right httpAddress a piano thousands listening to game of thrones !,square unbelievable right piano thousands listening game thrones,0.903341459532989,0.09665854046701106,0.0
125,392,1657978530,False,finalized,3,04/03/18 22:17,01,0.0,0.35600000000000004,101,1,0.6526,Thu Jun 13 13:31:41 +0000 2013,3.45172e+17,rt usrId #erdogan world is watching concerned at final warning you have httpAddress is not democracy but httpAddress #tu,erdogan world watching concerned final warning democracy tu,0.9534098420946344,0.04659015790536556,0.0
126,399,1657978542,False,finalized,3,04/04/18 09:21,00,0.0,0.6658,110,1,0.6658,Mon Jun 03 18:33:10 +0000 2013,3.41624e+17,rt usrId usrId thousands gathering in istanbul s #taksim square for a fourth night of anti government demonstrations indis,thousands gathering square fourth night anti government demonstrations indis,0.8714922880974111,0.12850771190258897,0.0
127,402,1657978548,False,finalized,3,04/03/18 18:13,000,0.0,1.0,111,1,1.0,Sun Jun 16 06:46:49 +0000 2013,3.46157e+17,42 for #peoplepower ! iman84nl hi world this is what a real revolution looks like ! #turkey right now ! #direngezi httpAddress,peoplepower iman nl hi world real revolution looks like right direngezi,0.8725150109771663,0.1274849890228338,0.0
128,403,1657978554,False,finalized,3,04/03/18 18:42,0,0.0,0.0,10,0,0.6667,Sat Jun 15 22:30:24 +0000 2013,3.46032e+17,rt usrId #tens of thousands of people attempting to cross from #asia to #europe across #bosphorus bridge after many ferry crossing,tens thousands people attempting cross asia europe across bosphorus bridge many ferry crossing,0.7885959584551848,0.21140404154481485,0.0
129,404,1657978557,False,finalized,3,04/03/18 19:09,000,0.0,1.0,111,1,1.0,Fri May 31 14:01:32 +0000 2013,3.40468e+17,rt usrId mass protests in istanbul against the destruction of the city s last public green space are met with httpAddress httpAddress,mass destruction city last public green space met,0.8608746095449229,0.1391253904550771,0.0
130,412,1657978571,False,finalized,3,5/16/2018 12:47:55,0,0.0,0.0,1,0,0.6667,Sat Jun 15 09:05:38 +0000 2013,3.45829e+17,minor earthquake western turkey on june 15 2013 most important earthquake data magnitude local time .. httpAddress,minor earthquake western june important earthquake data magnitude local time,0.9410929814883515,0.058907018511648424,0.0
131,420,1657978582,False,finalized,3,04/03/18 19:05,000,0.0,1.0,111,1,1.0,Sat Jun 15 09:45:07 +0000 2013,3.45839e+17,rt usrId the gezi platform is expected to make an announcement later in the httpAddress i m guessing there are fierce debates going on .,platform expected make announcement later guessing fierce debates going,0.9060091763402883,0.09399082365971155,0.0
132,423,1657978588,False,finalized,3,04/03/18 17:39,000,0.0,1.0,111,1,1.0,Tue Jun 04 05:36:50 +0000 2013,3.41791e+17,rt usrId in a dictatorship one man fucks up the httpAddress in a democracy everyone does it httpAddress #occupygezi,dictatorship one man fucks democracy everyone,0.9396362685020734,0.06036373149792673,0.0
133,427,1657978595,False,finalized,3,4/22/2018 18:46:35,0,0.0,0.0,1,0,0.6667,Sat Jun 01 08:52:10 +0000 2013,3.40753e+17,rt usrId i m so disappointed for the events happened at taksim my heart is with all turkish httpAddress,disappointed events happened heart,0.8923167362700648,0.10768326372993524,0.0
134,429,1657978597,False,finalized,3,04/03/18 18:15,111,1.0,1.0,111,1,1.0,Tue Jun 04 14:22:45 +0000 2013,3.41923e+17,rt usrId D protesters killed in turkey so far httpAddress via usrId,d killed far via,0.860820108082602,0.13917989191739816,0.0
135,435,1657978608,False,finalized,3,04/03/18 18:06,11,1.0,0.6729999999999999,11,1,0.6729999999999999,Sat Jun 22 18:58:49 +0000 2013,3.48515e+17,reading the tweet updates from #turkey makes me think if we re gonna do the same httpAddress violent mob amp ,reading tweet updates makes think gonna violent mob,0.7932253861934111,0.20677461380658876,0.0
136,437,1657978610,False,finalized,3,04/06/18 11:54,111,1.0,1.0,111,1,1.0,Sat Jun 08 20:52:40 +0000 2013,3.43471e+17,the shit hits the fan again tonight in httpAddress police violence against peaceful httpAddress #turkey #direngezi #direnankara,shit hits fan tonight police violence peaceful direngezi,0.49097870519791625,0.5090212948020837,1.0
137,439,1657978613,False,finalized,3,04/07/18 09:54,0,0.0,0.0,1,0,0.6767,Wed Jun 19 09:49:49 +0000 2013,3.4729e+17,usrId rt stanbul taksim rioting movie s over to all who have played in this movie ko dogan dous cnn bbc reuters a big bye,stanbul rioting movie played movie ko dogan dous cnn bbc reuters big bye,0.8784505012757148,0.12154949872428525,0.0
138,449,1657978635,False,finalized,3,4/22/2018 12:35:10,000,0.0,1.0,111,1,1.0,Thu Jun 13 16:26:16 +0000 2013,3.45216e+17,rt usrId prime minister erdogan orders end to protests in DD hours httpAddress #direngezipark,prime minister erdogan orders end hours,0.9518387827034094,0.04816121729659054,0.0
139,452,1657978644,False,finalized,3,4/22/2018 12:48:44,0,0.0,0.0,1,0,0.6783,Sun Jun 02 12:25:43 +0000 2013,3.41169e+17,bbc news turkey protests hundreds reoccupy istanbul square httpAddress,bbc news hundreds reoccupy square,0.8216418073526107,0.17835819264738964,0.0
140,465,1657978673,False,finalized,3,04/03/18 22:05,000,0.0,1.0,111,1,1.0,Sun Jun 02 13:27:24 +0000 2013,3.41184e+17,is this a terrorist job right ? #direngeziparki #occupygezi usrId usrId usrId usrId httpAddress,terrorist job right,0.9454855763078244,0.05451442369217562,0.0
141,469,1657978680,False,finalized,3,04/03/18 22:02,000,0.0,1.0,111,1,1.0,Fri May 31 14:03:33 +0000 2013,3.40469e+17,usrId usrId usrId usrId please help us spread our message and stop the violation of human rights in turkey ! #occupygezi,please help us spread message stop violation human rights,0.8863540940434417,0.11364590595655809,0.0
142,470,1657978681,False,finalized,3,4/27/2018 17:17:46,011,1.0,0.6609,111,1,1.0,Sun Jun 02 09:40:30 +0000 2013,3.41127e+17,rt usrId those who make peaceful revolution impossible will make violent revolution inevitable #occupytaksim #occupygezi httpAddress,make peaceful revolution impossible make violent revolution inevitable occupytaksim,0.4679198163091736,0.5320801836908264,1.0
143,473,1657978688,False,finalized,3,04/06/18 14:39,0,0.0,0.0,10,0,0.6639,Mon Jun 17 09:54:12 +0000 2013,3.46566e+17,rt usrId rt usrId #unions in #turkey call a strike to protest against the crackdown on httpAddress httpAddress,unions call strike crackdown,0.8285631266114695,0.1714368733885304,0.0
144,476,1657978691,False,finalized,3,04/06/18 12:09,000,0.0,1.0,111,1,1.0,Sat Jun 15 19:33:11 +0000 2013,3.45987e+17,rt usrId police have forced journalists out of gezi park so lots of speculation about evidence planting in tents which turkish pol,police forced journalists lots speculation evidence planting tents pol,0.8288175496721947,0.1711824503278054,0.0
145,477,1657978694,False,finalized,3,04/03/18 18:10,0,0.0,0.0,1,0,0.6612,Sun Jun 09 20:02:44 +0000 2013,3.4382e+17,e3 2013 get your microsoft sony ubisoft and ea liveblogs right here ! httpAddress #occupygezi,e get microsoft sony ubisoft ea liveblogs right,0.9286358024743497,0.07136419752565026,0.0
146,480,1657978701,False,finalized,3,04/04/18 09:12,000,0.0,1.0,111,1,1.0,Fri Jun 21 19:38:03 +0000 2013,3.48163e+17,the public discussion crowd in kugulu seems to have decided to march to the court to support the httpAddress httpAddress #occupygezi,public discussion crowd kugulu seems decided march court support,0.9131474194250345,0.08685258057496523,0.0
147,481,1657978702,False,finalized,3,04/11/18 21:50,1,0.0,0.0,10,0,0.6667,Sat Jun 15 20:49:11 +0000 2013,3.46006e+17,rt usrId situation in front of divan hotel calmed httpAddress still not enough medics police closed the streets but stopped httpAddress,situation front divan hotel calmed still enough medics police closed streets stopped,0.9167493701271265,0.08325062987287356,0.0
148,484,1657978710,False,finalized,3,4/22/2018 18:21:35,001,0.0,0.6667,111,1,1.0,Sun Jun 16 11:27:44 +0000 2013,3.46228e+17,rosa luxemburg fight resist httpAddress #direngeziparki #occupygezi #direngezi #direnankara,rosa luxemburg fight resist direngezi,0.8489409203474848,0.1510590796525149,0.0
149,485,1657978711,False,finalized,3,04/06/18 12:40,000,0.0,1.0,111,1,1.0,Sat Jun 01 22:00:32 +0000 2013,3.40951e+17,rt usrId #direngeziparki #occupygezi we cannot host oympics please pay httpAddress usrId httpAddress,cannot host oympics please pay,0.8923167362700648,0.10768326372993524,0.0
150,489,1657978716,False,finalized,3,4/26/2018 20:46:16,000,0.0,1.0,111,1,1.0,Sat Jun 15 22:13:40 +0000 2013,3.46028e+17,rt usrId protesters in 10 00s if not more are marching to bridge from #istanbul s asian shore to support #occupygezi after crackdown,s marching bridge asian shore support crackdown,0.9135924673949994,0.08640753260500064,0.0
151,492,1657978720,False,finalized,3,4/18/2018 05:40:22,000,0.0,1.0,111,1,1.0,Mon Jun 03 11:37:07 +0000 2013,3.41519e+17,it s not the economy httpAddress #occupygezi #direngeziparki,economy,0.8923167362700648,0.10768326372993524,0.0
152,494,1657978722,False,finalized,3,04/04/18 09:41,000,0.0,1.0,111,1,1.0,Tue Jun 04 00:05:43 +0000 2013,3.41707e+17,chicago stands with httpAddress about DD have been marching for the past hour to show httpAddress #occupygezi httpAddress,chicago stands marching past hour show,0.9136765750160558,0.08632342498394403,0.0
153,500,1657978739,False,finalized,3,4/21/2018 18:07:22,001,0.0,0.6783,111,1,1.0,Sat Jun 15 17:02:42 +0000 2013,3.45949e+17,challenge accepted #occupygezi call on D million people to gather in taksim after erdogan threatened httpAddress #Dmilyonyarintaksime,challenge accepted call d million people gather erdogan threatened dmilyonyarintaksime,0.9080795244908663,0.09192047550913351,0.0
154,508,1657978751,False,finalized,3,04/07/18 10:41,00,0.0,0.6607,110,1,0.6607,Sat Jun 15 21:27:38 +0000 2013,3.46016e+17,some photos via rabble scenes from istanbul #occupygezi httpAddress,photos via rabble scenes,0.8902296640933557,0.10977033590664434,0.0
155,510,1657978753,False,finalized,3,4/21/2018 17:58:30,1,0.0,0.0,1,0,0.6783,Wed Jun 05 01:23:49 +0000 2013,3.42089e+17,turkish deputy pm seeks to calm anti government protests httpAddress reuters turkey s deputy prime httpAddress httpAddress,deputy seeks calm anti government reuters deputy prime,0.932786887496061,0.06721311250393895,0.0
156,514,1657978764,False,finalized,3,4/28/2018 14:06:50,011,1.0,0.6667,111,1,1.0,Sat Jun 15 22:47:04 +0000 2013,3.46036e+17,#occupygezi #turkey #direngezi usrId bianet saysnisantasi police covering id numbers on helmets no one can id them if they use violence,direngezi bianet saysnisantasi police covering id numbers helmets one id use violence,0.48151409317398514,0.5184859068260148,1.0
157,515,1657978765,False,finalized,3,04/03/18 22:25,0,0.0,0.0,1,0,0.672,Sat Jun 15 22:41:41 +0000 2013,3.46035e+17,httpAddress though not httpAddress usrId there is a site reporting from several places in turkey httpAddress,though site reporting several places,0.8923167362700648,0.10768326372993524,0.0
158,521,1657978780,False,finalized,3,04/03/18 19:24,000,0.0,1.0,111,1,1.0,Thu Jun 13 19:24:56 +0000 2013,3.45261e+17,rt usrId mothers at gezipark to the mothers of police draw back your sons,mothers gezipark mothers police draw back sons,0.6232219963738019,0.3767780036261982,1.0
159,524,1657978783,False,finalized,3,04/03/18 21:44,0,0.0,0.0,1,0,0.6757,Mon Jun 03 16:52:52 +0000 2013,3.41598e+17,turkey riots getting stronger every day httpAddress #receptayyiperdoan,riots getting stronger every day receptayyiperdoan,0.8859139533203831,0.11408604667961687,0.0
160,529,1657978789,False,finalized,3,04/03/18 21:53,101,1.0,0.6594,111,1,1.0,Wed Jun 05 18:52:46 +0000 2013,3.42353e+17,rt usrId httpAddress who took it ? mt usrId amazing picture ! man wearing a gas mask on top of ataturk cultural center #occupygezi httpAddress,took mt amazing picture man wearing gas mask top ataturk cultural center,0.8232435142145136,0.17675648578548642,0.0
161,530,1657978790,False,finalized,3,04/07/18 15:36,00,0.0,0.6667,101,1,0.6667,Sun Jun 16 10:35:30 +0000 2013,3.46214e+17,rt usrId davide martello the piano man from istanbul usrId needs our support !! #occupygezi httpAddress,davide martello piano man needs support,0.9794539148719212,0.02054608512807879,0.0
162,534,1657978797,False,finalized,3,04/03/18 19:15,000,0.0,1.0,111,1,1.0,Wed Jun 12 16:20:07 +0000 2013,3.44852e+17,rt usrId our istanbul show has been httpAddress we support peaceful protest and hope excessive violence by police ends httpAddress #di,show support peaceful hope excessive violence police ends di,0.6724000339972719,0.327599966002728,0.0
163,537,1657978801,False,finalized,3,4/13/2018 07:01:04,010,0.0,0.6667,111,1,1.0,Sun Jun 02 09:04:39 +0000 2013,3.41118e+17,rt usrId amnesty internationals issuing international call to its activists to take action over police violence in #taksim #direngezi,amnesty internationals issuing international call activists take action police violence direngezi,0.413522631047087,0.5864773689529131,1.0
164,541,1657978807,False,finalized,3,04/07/18 09:54,1,0.0,0.0,1,0,0.6767,Mon Jun 03 13:02:04 +0000 2013,3.4154e+17,rt usrId wave of unrest spreads across httpAddress crackdown on istanbul protest sparks nationwide httpAddress httpAddress,wave unrest spreads across crackdown sparks nationwide,0.8285631266114695,0.1714368733885304,0.0
165,544,1657978814,False,finalized,3,4/22/2018 12:54:24,0,0.0,0.0,1,0,0.6783,Sun Jun 02 07:33:27 +0000 2013,3.41095e+17,rt usrId watch this folks be a part of what we re going through for one minute only 341095201969942529 sun jun DD 07 33 28 00 2013 rt usrId via usrId breaking at least two killed in istanbul protests amnesty httpAddress #occupyturkey #turkey #diren 341095215240728576 sun jun DD 07 33 31 00 2013 happy thanks vegan turkey #vegan gifts httpAddress httpAddress jun DD 07 33 35 00 httpAddress httpAddress httpAddress,watch folks part going one minute via breaking least two killed amnesty occupyturkey diren happy thanks vegan vegan gifts,0.9063044269321049,0.09369557306789518,0.0
166,546,1657978816,False,finalized,3,04/07/18 16:27,000,0.0,1.0,111,1,1.0,Thu Jun 13 21:50:50 +0000 2013,3.45297e+17,but i believe in httpAddress the way that some people believe in fairy httpAddress #occupygezi #direngezi,believe way people believe fairy direngezi,0.6704072273671644,0.32959277263283565,0.0
167,548,1657978819,False,finalized,3,04/03/18 18:07,00,0.0,0.6721,11,1,0.6721,Tue Jun 04 11:20:37 +0000 2013,3.41877e+17,rt usrId more you can do to stop #turkey httpAddress tweet messages to usrId httpAddress #occupygezi,stop tweet messages,0.879315824761673,0.12068417523832708,0.0
168,553,1657978828,False,finalized,3,04/03/18 19:13,000,0.0,1.0,111,1,1.0,Sun Jun 02 08:29:49 +0000 2013,3.41109e+17,protesters defiant as turkey unrest goes into third day httpAddress reuters protesters lit fires and .. httpAddress,defiant unrest goes third day reuters lit fires,0.87658142871634,0.12341857128366013,0.0
169,561,1657978841,False,finalized,3,4/23/2018 09:25:35,001,0.0,0.6783,111,1,1.0,Tue Jun 11 10:18:31 +0000 2013,3.44398e+17,rt usrId at D pm tuesday #taksim square is reclaimed by the httpAddress #istanbul #turkey #occupygezi #direngeziparki httpAddress,d tuesday square reclaimed,0.8821956268870984,0.11780437311290184,0.0
170,568,1657978852,False,finalized,3,04/03/18 18:49,00,0.0,0.6667,110,1,0.6667,Thu Jun 06 22:12:47 +0000 2013,3.42766e+17,rt usrId i asked erdogan supporters if they were worried their crowd would get tear httpAddress answer no the only people being gassed are,asked erdogan supporters worried crowd would get tear answer people gassed,0.9024857348579105,0.0975142651420892,0.0
171,577,1657978865,False,finalized,3,04/03/18 19:36,111,1.0,1.0,111,1,1.0,Fri May 31 20:26:38 +0000 2013,3.40565e+17,in harbiye near taksim people report police driving their vehicles over httpAddress httpAddress,harbiye near people report police driving vehicles,0.6663403258383526,0.3336596741616475,0.0
172,580,1657978870,False,finalized,3,04/04/18 09:07,000,0.0,1.0,111,1,1.0,Mon Jun 03 14:38:23 +0000 2013,3.41565e+17,rt usrId helicopters flying low over #ankara protesters httpAddress #direngezipark #occupygezi #occupygeziparki #diren,helicopters flying low ankara occupygeziparki diren,0.9033135558525308,0.09668644414746921,0.0
173,582,1657978872,False,finalized,3,04/03/18 19:01,001,0.0,0.6594,111,1,1.0,Sun Jun 16 21:33:27 +0000 2013,3.4638e+17,rt usrId tear gas water httpAddress DD hours of powerful photos from httpAddress via httpAddress httpAddress httpAddress,tear gas water hours powerful photos via,0.5583471733301113,0.44165282666988875,1.0
174,584,1657978876,False,finalized,3,04/07/18 15:36,111,1.0,1.0,111,1,1.0,Sat Jun 15 18:23:32 +0000 2013,3.4597e+17,rt usrId turkish police fire water cannon and tear gas on protesters in taksim square and gezi park httpAddress,police fire water cannon tear gas square,0.29668759532878636,0.7033124046712135,1.0
175,585,1657978881,False,finalized,3,04/03/18 19:14,000,0.0,1.0,111,1,1.0,Sat Jun 01 08:05:04 +0000 2013,3.40741e+17,rt usrId good read erdoan shot himself in the foot in taksim httpAddress via usrId,good read erdoan shot foot via,0.9390489844085147,0.06095101559148523,0.0
176,591,1657978891,False,finalized,3,04/06/18 12:00,111,1.0,1.0,111,1,1.0,Sat Jun 01 22:08:54 +0000 2013,3.40953e+17,rt usrId photo protester injured during a demonstartion in #ankara httpAddress #occupygezi #turkey httpAddress,photo protester injured demonstartion ankara,0.48769182989396326,0.5123081701060367,1.0
