_unit_id,_golden,_unit_state_x,_trusted_judgments,_last_judgment_at_x,violence_judgment,violence,violence_confidence,protest_judgment_x,protest,protest_confidence,created_at,id,proccd_text,Fatma_protest,Fatma_violence
1657978256,FALSE,finalized,3,04/03/18 20:56,"""001""",0,0.6748,"""111""",1,1,Sun Jun 02 17:43:20 +0000 2013,3.41E+17,rt usrId scenes from ankara and izmir quite httpAddress with police httpAddress about this results in being labeled a p,0,0
1657978257,FALSE,finalized,3,04/03/18 18:06,"""0""",,0,"""010""",0,0.6676,Sat Jun 01 01:26:33 +0000 2013,3.41E+17,rt usrId huge disconnect btwn what i m seeing in media about istanbul and what social media is httpAddress,0,0
1657978258,FALSE,finalized,3,04/03/18 22:18,"""010""",0,0.6712,"""111""",1,1,Sat Jun 01 01:43:40 +0000 2013,3.41E+17,rt usrId #huffingtonpost photos #occupygezi protests turn httpAddress what began as a peaceful protest aimed .. httpAddress,1,0
1657978259,FALSE,finalized,3,04/03/18 19:01,"""nan""",,,"""000""",0,1,Mon Jun 03 00:33:32 +0000 2013,3.41E+17,first time attempting parsley pesto and httpAddress out httpAddress ok so the turkey wings were a perfect httpAddress,0,0
1657978260,FALSE,finalized,3,04/03/18 19:52,"""nan""",,,"""000""",0,1,Sat Jun 01 17:29:26 +0000 2013,3.41E+17,turkey going httpAddress,0,0
1657978262,FALSE,finalized,3,04/07/18 15:21,"""nan""",,,"""000""",0,1,Wed Jun 05 11:51:47 +0000 2013,3.42E+17,twitter condemned turkish media criticized for ignoring protests and police brutality rt news httpAddress,1,1
1657978264,FALSE,finalized,3,4/21/2018 18:13:48,"""0""",,0,"""001""",0,0.6783,Sat Jun 15 09:03:45 +0000 2013,3.46E+17,rt usrId erdogan steps back from a final confrontation trying to strike an outline deal with the protesters httpAddress,1,0
1657978265,FALSE,finalized,3,04/03/18 19:20,"""000""",0,1,"""111""",1,1,Sun Jun 16 14:14:08 +0000 2013,3.46E+17,protesters who return to taksim are terrorist supporters turkish minister rt news httpAddress,1,0
1657978266,FALSE,finalized,3,04/03/18 18:10,"""10""",0,0.3388,"""101""",1,0.6667,Thu Jun 13 22:08:06 +0000 2013,3.45E+17,rt usrId sad to hear of the violence in httpAddress examine yr actions with yr heart amp ,0,0
1657978268,FALSE,finalized,3,04/07/18 10:56,"""0""",,0,"""010""",0,0.6786,Fri Jun 14 21:30:59 +0000 2013,3.46E+17,rt usrId bbc suspends partnership with #turkey s usrId after it decided not to transmit bbc programme dunya gundemi world agenda,0,0
1657978270,FALSE,finalized,3,04/03/18 21:20,"""nan""",,,"""000""",0,1,Mon Jun 17 13:34:36 +0000 2013,3.47E+17,rt usrId turkey s state tv regulatory body says they fined halktv which aired protests live not penguin films but it has not,0,0
1657978271,FALSE,finalized,3,04/06/18 16:09,"""nan""",,,"""000""",0,1,Thu Jun 20 12:36:13 +0000 2013,3.48E+17,rt usrId thomas l . friedman #turkey s #erdogan abuses his power and quickly loses it ,0,0
1657978274,FALSE,finalized,3,04/03/18 19:46,"""nan""",,,"""000""",0,1,Wed Jun 05 20:59:09 +0000 2013,3.42E+17,rt usrId dont #kurds deserve same solidarity and media attention ? why is there such a selective empathy when it comes to who is,0,0
1657978277,FALSE,finalized,3,04/09/18 16:53,"""111""",1,1,"""111""",1,1,Sun Jun 02 16:33:12 +0000 2013,3.41E+17,rt usrId cnn turk vs cnn the media blackout in httpAddress jun DD 16 33 12 00 2013 dear carl ! please talk to your friend httpAddress but don t believe his shoothing lies this time ! usrId #direngezi #tayyipresign 341231049449287680 sun jun DD 16 33 16 00 2013 now the armoured vans are burned out as is the building the police httpAddress #occupygezi,1,1
1657978278,FALSE,finalized,3,04/04/18 09:25,"""010""",0,0.6658,"""111""",1,1,Wed Jun 05 19:08:03 +0000 2013,3.42E+17,fireworks going off above gezi park in istanbul just minutes httpAddress #wearegezi #occupygezi httpAddress via usrId,0,0
1657978279,FALSE,finalized,3,04/09/18 16:53,"""nan""",,,"""000""",0,1,Wed Jun 05 13:50:56 +0000 2013,3.42E+17,rt usrId will #istanbuls protests shift #turkeys syria stance ? #syria news httpAddress,1,0
1657978283,FALSE,finalized,3,04/07/18 09:54,"""1""",,0,"""001""",0,0.6767,Sat Jun 01 08:27:00 +0000 2013,3.41E+17,rt usrId police accused of excessive force in #istanbul httpAddress at 4 day protest over #taksim square plans httpAddress,1,1
1657978284,FALSE,finalized,3,04/05/18 21:44,"""00""",0,0.6615,"""101""",1,0.6615,Tue Jun 18 07:24:09 +0000 2013,3.47E+17,rt usrId standing man inspires silent demonstration in turkey httpAddress httpAddress,1,0
1657978288,FALSE,finalized,3,04/07/18 09:51,"""000""",0,1,"""111""",1,1,Sat Jun 08 16:21:16 +0000 2013,3.43E+17,rt usrId #istanbul mayor says no shopping mall to be built at #gezi park but military barracks project to continue ,0,0
1657978289,FALSE,finalized,3,04/03/18 17:04,"""nan""",,,"""000""",0,1,Thu Jun 13 22:38:41 +0000 2013,3.45E+17,usrId turkey ? they can t be httpAddress,0,0
1657978291,FALSE,finalized,3,04/03/18 21:22,"""nan""",,,"""000""",0,1,Sat Jun 01 06:07:29 +0000 2013,3.41E+17,rt usrId #turkey we are learning from their soap operas and they are learning from our spring httpAddress,0,0
1657978292,FALSE,finalized,3,04/03/18 22:53,"""0""",,0,"""100""",0,0.6712,Sun Jun 16 15:26:28 +0000 2013,3.46E+17,usrId hey congrats roger you deserved httpAddress can you give a retweet for peaceful protestors in turkey pls ??,0,0
1657978293,FALSE,finalized,3,04/03/18 21:52,"""00""",0,0.6594,"""011""",1,0.6594,Mon Jun 03 06:36:29 +0000 2013,3.41E+17,what is happening in httpAddress,0,0
1657978294,FALSE,finalized,3,04/03/18 18:24,"""000""",0,1,"""111""",1,1,Fri Jun 07 09:13:55 +0000 2013,3.43E+17,everyday we re chapulling in such an amazing way ! #direngezi #direnizmir #direnturkiye #occupygezi httpAddress,1,0
1657978297,FALSE,finalized,3,04/03/18 20:51,"""00""",0,0.6748,"""110""",1,0.6748,Sat Jun 01 06:00:46 +0000 2013,3.41E+17,rt usrId i want to say fuck ! can i say that ? oh my sweet httpAddress httpAddress #occupygezi,0,0
1657978299,FALSE,finalized,3,4/23/2018 09:30:58,"""011""",1,0.6609,"""111""",1,1,Sun Jun 02 01:43:54 +0000 2013,3.41E+17,rt usrId the police now attacking the bahcesehir httpAddress support us . #occupygezi #direngeziparki httpAddress,1,1
1657978300,FALSE,finalized,3,04/06/18 12:16,"""00""",0,0.6668,"""110""",1,0.6668,Sun Jun 02 10:39:03 +0000 2013,3.41E+17,rt usrId #madonna stop the violence in turkey ! start a revolution of love ! tolerance human dignity and respect ! httpAddress,0,0
1657978304,FALSE,finalized,3,04/03/18 17:19,"""000""",0,1,"""111""",1,1,Fri Jun 14 17:49:59 +0000 2013,3.46E+17,rt usrId twitter refuses to share the data of its users detained in #occupygezi protests httpAddress via usrId #t,1,0
1657978308,FALSE,finalized,3,04/06/18 13:45,"""nan""",,,"""000""",0,1,Sun Jun 16 15:42:48 +0000 2013,3.46E+17,rt usrId prime minister erdogan addressing the millions in istanbul i m not your master but i m your httpAddress #istanbul #earthly #he,0,0
1657978310,FALSE,finalized,3,04/03/18 18:49,"""00""",0,0.6612,"""101""",1,0.6612,Tue Jun 18 14:32:21 +0000 2013,3.47E+17,in turkey a new form of protest standing silently for hours httpAddress,1,0
1657978312,FALSE,finalized,3,04/06/18 12:54,"""101""",1,0.6666,"""111""",1,1,Sat Jun 15 18:17:11 +0000 2013,3.46E+17,heavy attack on gezi park right httpAddress police have cleared the square and are heading into the httpAddress,1,1
1657978314,FALSE,finalized,3,4/21/2018 18:09:20,"""nan""",,,"""000""",0,1,Wed Jun 26 06:42:06 +0000 2013,3.50E+17,D weeks today ill be off to turkey,0,0
1657978315,FALSE,finalized,3,04/04/18 08:55,"""0""",,0,"""010""",0,0.6658,Thu Jun 13 03:28:52 +0000 2013,3.45E+17,D canadian journalists detained during istanbul protests people s daily online httpAddress,1,1
1657978316,FALSE,finalized,3,04/07/18 17:12,"""nan""",,,"""000""",0,1,Mon Jun 03 17:09:14 +0000 2013,3.42E+17,not everyone is with the secularists in turkey httpAddress liveleak,0,0
1657978317,FALSE,finalized,3,04/05/18 21:44,"""110""",1,0.6714,"""111""",1,1,Sun Jun 16 18:53:55 +0000 2013,3.46E+17,rt usrId istanbul chanting we will win through resistane 346339886430822400 sun jun DD 18 53 58 00 2013 istanbul shaken by fresh violence httpAddress httpAddress via usrId jun DD 18 54 04 00 2013 rt usrId rt pls !! #direngeziparki youranonnews police dropping teargas bombs from httpAddress #occupygezi #taksim,1,1
1657978318,FALSE,finalized,3,04/06/18 12:26,"""nan""",,,"""000""",0,1,Thu Jun 06 23:51:26 +0000 2013,3.43E+17,rt usrId erdogan my opponents could not beat me at the ballot box so they are trying other httpAddress,0,0
1657978320,FALSE,finalized,3,04/10/18 15:51,"""nan""",,,"""000""",0,1,Sun Jun 02 23:15:43 +0000 2013,3.41E+17,turkish currency httpAddress #money,0,0
1657978321,FALSE,finalized,3,04/03/18 20:52,"""101""",1,0.6658,"""111""",1,1,Sun Jun 16 14:37:49 +0000 2013,3.46E+17,#occupygezi #stanbul #taksim no ! istanbul is not foggy in httpAddress it is tear gas ! httpAddress,0,0
1657978324,FALSE,finalized,3,04/09/18 14:15,"""nan""",,,"""000""",0,1,Tue Jun 11 21:28:12 +0000 2013,3.45E+17,deciding whether to ween or to cold turkey back onto pharmaceuticals,0,0
1657978325,FALSE,finalized,3,04/03/18 18:26,"""nan""",,,"""000""",0,1,Sun Jun 02 17:51:56 +0000 2013,3.41E+17,rt usrId hilaldemir of course our comrade usrId did this httpAddress that everyone is filling with social p,0,0
1657978330,FALSE,finalized,3,04/03/18 21:20,"""nan""",,,"""000""",0,1,Thu Jun 13 08:55:42 +0000 2013,3.45E+17,usrId amazing ! i love turkey,0,0
1657978331,FALSE,finalized,3,04/03/18 21:34,"""000""",0,1,"""111""",1,1,Sun Jun 16 20:13:22 +0000 2013,3.46E+17,rt usrId olympic games of httpAddress you must be very proud pm httpAddress #occupygezi #occupyturkey,0,0
1657978332,FALSE,finalized,3,04/07/18 17:12,"""00""",0,0.6667,"""101""",1,0.6667,Thu Jun 06 14:45:26 +0000 2013,3.43E+17,speakers in gezi park calling on people across turkey to come out when erdogan returns at httpAddress make a lot of noise so that he can hear us,1,0
1657978333,FALSE,finalized,3,04/03/18 18:03,"""000""",0,1,"""111""",1,1,Wed Jun 19 22:56:31 +0000 2013,3.47E+17,rt usrId what started as a small protest in a tiny park has become a movement that won t disappear httpAddress #occupygezi,1,0
1657978334,FALSE,finalized,3,04/03/18 17:58,"""00""",0,0.673,"""011""",1,0.673,Tue Jun 11 21:47:29 +0000 2013,3.45E+17,well this is interesting if you type in httpAddress akp website opens up ?! #occupygezi,0,0
1657978335,FALSE,finalized,3,04/03/18 20:18,"""nan""",,,"""000""",0,1,Mon Jun 03 13:24:40 +0000 2013,3.42E+17,httpAddress dangerous black bloc fighted by police ! httpAddress,0,1
1657978336,FALSE,finalized,3,04/03/18 19:26,"""000""",0,1,"""111""",1,1,Wed Jun 05 18:31:46 +0000 2013,3.42E+17,usrId usrId #direngeziparki #direnankara #direnrize just starting,0,0
1657978341,FALSE,finalized,3,04/06/18 11:52,"""00""",0,0.6632,"""110""",1,0.6632,Sat Jun 01 05:03:08 +0000 2013,3.41E+17,usrId yeah there was an occupy movement to save a park in istanbul and the police went nuts,1,0
1657978345,FALSE,finalized,3,04/03/18 20:45,"""nan""",,,"""000""",0,1,Sun Jun 09 09:01:08 +0000 2013,3.44E+17,usrId 4th #national #biocidal #congress with #international participation will be held between march 19 23 DD in #antalya #turkey,0,0
1657978352,FALSE,finalized,3,4/20/2018 13:22:17,"""00""",0,0.7,"""110""",1,0.7,Fri Jun 07 09:22:40 +0000 2013,3.43E+17,for the kurds every day is #occupygezi httpAddress,0,0
1657978353,FALSE,finalized,3,04/07/18 16:21,"""nan""",,,"""000""",0,1,Sun Jun 02 18:49:31 +0000 2013,3.41E+17,stay safe friends in istanbul ! httpAddress,0,0
1657978356,FALSE,finalized,3,04/03/18 18:24,"""0""",,0,"""001""",0,0.6612,Mon Jun 03 15:49:31 +0000 2013,3.42E+17,post edited no letup in turkey protests httpAddress,0,0
1657978357,FALSE,finalized,3,4/23/2018 09:44:48,"""nan""",,,"""000""",0,1,Wed Jun 05 23:55:16 +0000 2013,3.42E+17,ugh rt usrId omg u guys can you believe what happened to me in turkey ? httpAddress,0,0
1657978359,FALSE,finalized,3,04/03/18 18:39,"""nan""",,,"""000""",0,1,Mon Jun 10 12:27:15 +0000 2013,3.44E+17,usrId unfortunately history repeated execution adnan menderes than a coup against necmettin erbakan and erdogan s turn,0,0
1657978360,FALSE,finalized,3,04/03/18 19:21,"""nan""",,,"""000""",0,1,Sat Jun 22 17:41:10 +0000 2013,3.48E+17,rt usrId standing httpAddress photo by marko djurica via httpAddress #duranadam #turkey httpAddress httpAddress,0,0
1657978361,FALSE,finalized,3,04/03/18 18:02,"""010""",0,0.6667,"""111""",1,1,Mon Jun 10 15:01:31 +0000 2013,3.44E+17,occupy turkey activists arrested for social media posts amid httpAddress httpAddress via usrId,0,1
1657978362,FALSE,finalized,3,04/09/18 14:21,"""nan""",,,"""000""",0,1,Tue Jun 18 10:59:49 +0000 2013,3.47E+17,police brutality in istanbul httpAddress,0,1
1657978364,FALSE,finalized,3,04/04/18 09:01,"""nan""",,,"""000""",0,1,Thu Jun 06 07:16:44 +0000 2013,3.43E+17,monster httpAddress eggs with cottage cheese turkey bacon and toasted oatalicious httpAddress on leg day !! httpAddress,0,0
1657978365,FALSE,finalized,3,04/03/18 18:33,"""000""",0,1,"""111""",1,1,Mon Jun 10 11:39:33 +0000 2013,3.44E+17,rt usrId usrId women on the front lines of 344056242970427392 mon jun DD 11 39 35 00 2013 i want to take pictures of the city of httpAddress jun DD 11 39 55 00 2013 check this article ! httpAddress jun DD 11 39 59 00 2013 turkey s opposition leader says erdogan throwing society into the fire httpAddress usrId jun DD 11 40 09 00 2013 rt usrId rt usrId who supports #erdogan in #turkey at what ? httpAddress 4 increased since DD httpAddress jun DD 11 40 21 00 2013 we are looking for a principal geologist for a mining httpAddress role based in httpAddress httpAddress #mining #miningjobs 344056532385796097 mon jun DD 11 40 44 00 2013 rt usrId turkey s eu minister calls protests an operation to prevent turkey and its economy from growing and ending terrorism httpAddress jun DD 11 40 51 00 2013 rt usrId the new dictator ! and the fall httpAddress soon everywhere on internet ! #occupygezi #direngeziparki #provokatrtayyip http 344056586878205952 mon jun DD 11 40 57 00 2013 rt usrId istanbul united ne lan ? forever gala httpAddress jun DD 11 41 18 00 2013 rt usrId istanbul united ne lan ? forever gala httpAddress jun DD 11 41 23 00 2013 rt usrId national geographic received a huge assignment from #erdogan to produce 24 hrs of nonstop penguin documentary for turkish medi 3440567768DD974656 mon jun DD 11 41 42 00 2013 washingtonpost turkish people are behind its president httpAddress provocateurs are not the httpAddress we are talking about DD million httpAddress jun DD 11 41 48 00 2013 lubnanli bir arkadasin gezi yorumu we are all living the same challenges against corrupt governments and horrendous corporations,1,0
1657978368,FALSE,finalized,3,04/03/18 18:46,"""000""",0,1,"""111""",1,1,Mon Jun 03 09:43:41 +0000 2013,3.41E+17,re youtube associatedpress raw protests heat up in turkey httpAddress,1,0
1657978369,FALSE,finalized,3,04/04/18 09:12,"""nan""",,,"""000""",0,1,Sun Jun 02 14:26:00 +0000 2013,3.41E+17,history pics a man with a sheep on his back at a sheep market in turkey 1930s httpAddress #sup,0,0
1657978370,FALSE,finalized,3,04/03/18 19:03,"""000""",0,1,"""111""",1,1,Mon Jun 03 17:31:49 +0000 2013,3.42E+17,rt usrId latest travel advice for turkey httpAddress british nationals should avoid all demonstrations !,0,0
1657978372,FALSE,finalized,3,04/04/18 09:01,"""01""",1,0.3342,"""110""",1,0.6658,Fri May 31 15:46:23 +0000 2013,3.40E+17,rt usrId after a day of ignoring protests and police violence in #istanbul every major channel aired entire 45 minute presser b,1,1
1657978373,FALSE,finalized,3,04/03/18 18:24,"""nan""",,,"""000""",0,1,Wed Jun 05 12:41:38 +0000 2013,3.42E+17,at height of political career erdogan s powers put to test haaretz httpAddress,0,0
1657978374,FALSE,finalized,3,4/21/2018 17:54:13,"""0""",,0,"""001""",0,0.6783,Tue Jun 04 13:18:19 +0000 2013,3.42E+17,rt usrId turkey is a democracy not a dictatorship so there is no reason to compare protests in istanbul to tahrir rather than was,0,0
1657978375,FALSE,finalized,3,4/23/2018 13:26:09,"""0""",,0,"""010""",0,0.6783,Mon Jun 03 18:12:04 +0000 2013,3.42E+17,rt usrId stop talking about amanda httpAddress instead read and watch a gripping video montage about what is happening in httpAddress httpAddress,0,0
1657978378,FALSE,finalized,3,04/03/18 22:10,"""00""",0,0.6712,"""101""",1,0.6712,Mon Jun 17 18:46:05 +0000 2013,3.47E+17,thanks vlad great video audio #occupygezi live at httpAddress,0,0
1657978379,FALSE,finalized,3,04/06/18 14:35,"""011""",1,0.6666,"""111""",1,1,Sat Jun 08 22:25:14 +0000 2013,3.43E+17,rt usrId had to spray my eyes with malox httpAddress now standing by a fire because smoke helps with tear httpAddress right now in httpAddress #occupyg,1,1
1657978380,FALSE,finalized,3,4/22/2018 12:42:04,"""0""",,0,"""001""",0,0.6783,Fri Jun 07 00:37:57 +0000 2013,3.43E+17,rt usrId if you thought pm erdogan doubled down httpAddress comments in tunisia well then he went all in with airport speech against #occupyge,0,0
1657978381,FALSE,finalized,3,04/03/18 22:23,"""000""",0,1,"""111""",1,1,Sat Jun 01 23:46:33 +0000 2013,3.41E+17,rt usrId video allegedly showing a protester being run over by a police vehicle in #ankara #turkey httpAddress #occupygezi #t,1,1
1657978382,FALSE,finalized,3,04/03/18 18:10,"""nan""",,,"""000""",0,1,Thu Jun 13 00:44:06 +0000 2013,3.45E+17,rt usrId cbc journalists say they ve been released by httpAddress #sasapetricic and #derekstoffelcbc were arrested in httpAddress,0,1
1657978383,FALSE,finalized,3,04/03/18 18:22,"""nan""",,,"""000""",0,1,Sat Jun 08 11:26:19 +0000 2013,3.43E+17,usrId women are second class in there religion thats why i don t understand it as i ve been to turkey which is a muslim country and,0,0
1657978384,FALSE,finalized,3,04/03/18 19:20,"""000""",0,1,"""111""",1,1,Tue Jun 11 15:31:54 +0000 2013,3.44E+17,rt usrId #erdogan shutting down democracy ? now he arrests httpAddress condemnation of police violence #wearegezi #turkeynotal,1,1
1657978385,FALSE,finalized,3,04/03/18 17:11,"""111""",1,1,"""111""",1,1,Sun Jun 02 08:18:36 +0000 2013,3.41E+17,rt usrId people helping out street animals affected by tear httpAddress stop police violence ! #turkey #direngeziparki #occupygezi httpAddress,1,1
1657978386,FALSE,finalized,3,04/06/18 15:57,"""nan""",,,"""000""",0,1,Sat Jun 01 06:06:16 +0000 2013,3.41E+17,rt usrId in turkey httpAddress,0,0
1657978388,FALSE,finalized,3,4/21/2018 17:56:14,"""0""",,0,"""001""",0,0.6783,Sat Jun 01 15:04:51 +0000 2013,3.41E+17,dear internet no the turkish government wasnt hours from httpAddress exaggerating hurts these causes httpAddress httpAddress,0,0
1657978389,FALSE,finalized,3,04/03/18 21:23,"""001""",0,0.6622,"""111""",1,1,Sat Jun 01 05:52:37 +0000 2013,3.41E+17,rt usrId istanbul park battle teargas and clashes amid tree uprooting project photo gallery httpAddress #occupygezi #turkey,1,1
1657978391,FALSE,finalized,3,04/07/18 17:04,"""000""",0,1,"""111""",1,1,Tue Jun 25 13:56:03 +0000 2013,3.50E+17,rt usrId the real side of gezi with me on live tv . my only request would be to show the footage i provide as well #stoplyingcnn,0,0
1657978392,FALSE,finalized,3,4/22/2018 12:37:26,"""1""",,0,"""001""",0,0.6783,Mon Jun 03 13:06:26 +0000 2013,3.42E+17,why turks are fighting to take back istanbul by david kenner fp passport httpAddress,0,0
1657978393,FALSE,finalized,3,04/03/18 21:53,"""010""",0,0.6721,"""111""",1,1,Sat Jun 01 11:33:06 +0000 2013,3.41E+17,rt usrId frightening httpAddress coming from httpAddress #direngaziparki appears to be the main hashtag used,0,0
1657978396,FALSE,finalized,3,4/22/2018 12:35:10,"""1""",,0,"""001""",0,0.6783,Fri May 31 16:09:08 +0000 2013,3.41E+17,rt usrId its astounding how i ve seen almost no coverage of protests paralyzing life in downtown istanbul on turkish tv except for may,1,0
1657978399,FALSE,finalized,3,04/03/18 17:33,"""1""",,0,"""001""",0,0.6612,Tue Jun 18 19:10:40 +0000 2013,3.47E+17,usrId #humanrights #anonymous #turkey 7 822 injured with DD in serious condition bianet httpAddress english bianet http httpAddresshttpAddresst . cohttpAddressktnjpg3zwa,0,0
1657978400,FALSE,finalized,3,4/22/2018 18:48:54,"""nan""",,,"""000""",0,1,Tue Jun 04 12:03:16 +0000 2013,3.42E+17,istanbul becoming people httpAddress,0,0
1657978402,FALSE,finalized,3,4/14/2018 05:48:51,"""11""",1,0.6667,"""110""",1,0.6667,Sat Jun 01 07:38:20 +0000 2013,3.41E+17,rt usrId a shopping mall opened its doors to people running away from gas httpAddress #occupygezi #direngezipark,1,1
1657978403,FALSE,finalized,3,04/03/18 18:16,"""nan""",,,"""000""",0,1,Fri Jun 07 14:41:04 +0000 2013,3.43E+17,america rode out on turkey with this revolution talk and you sheep followed httpAddress now the country we all love is in httpAddress well httpAddress,0,0
1657978405,FALSE,finalized,3,04/04/18 09:08,"""00""",0,0.6658,"""110""",1,0.6658,Fri Jun 07 00:12:16 +0000 2013,3.43E+17,rt usrId mainstream media tv channels go live with pm #erdogans arrival in istanbul ! censorship anyone ?! #occupygezi httpAddress,1,0
1657978406,FALSE,finalized,3,04/03/18 21:18,"""011""",1,0.6594,"""111""",1,1,Fri May 31 21:09:42 +0000 2013,3.41E+17,rt usrId this old man lost an ear #occupygezi but the police didn t allow the ambulance to move in ! httpAddress,1,1
1657978408,FALSE,finalized,3,4/14/2018 05:48:08,"""nan""",,,"""000""",0,1,Wed Jun 05 12:01:46 +0000 2013,3.42E+17,#turkey live streaming from the trade union demonstration in istanbul taksim httpAddress,0,0
1657978409,FALSE,finalized,3,04/11/18 21:50,"""nan""",,,"""000""",0,1,Fri May 31 18:47:33 +0000 2013,3.41E+17,would do anything to go back to egyptturkey !,0,0
1657978411,FALSE,finalized,3,04/03/18 20:18,"""nan""",,,"""000""",0,1,Mon Jun 03 19:38:08 +0000 2013,3.42E+17,wale ft . rihanna bad httpAddress #1love #bestsong #great #amazing !!,0,0
1657978412,FALSE,finalized,3,4/23/2018 09:27:53,"""0""",,0,"""001""",0,0.6783,Sun Jun 16 18:43:35 +0000 2013,3.46E+17,rt usrId the police are not here to fight httpAddress they re here to protect the rich from the httpAddress turkey is only today s examp,1,0
1657978413,FALSE,finalized,3,04/06/18 12:00,"""nan""",,,"""000""",0,1,Sun Jun 16 04:06:54 +0000 2013,3.46E+17,rt usrId when thousands of people march from a continent to another at httpAddress am that is writing httpAddress httpAddress #oc,0,0
1657978415,FALSE,finalized,3,04/07/18 09:31,"""nan""",,,"""000""",0,1,Thu Jun 06 18:35:01 +0000 2013,3.43E+17,it s telling isn t it ? #turkey pm usrId has more than 2 7 mill followers on twitter but follows no one usrId usrId,0,0
1657978416,FALSE,finalized,3,04/04/18 09:23,"""nan""",,,"""000""",0,1,Sat Jun 08 20:47:45 +0000 2013,3.43E+17,rt usrId disappointed by the lost opportunity at the #istanbul conference to reach out to those calling for respect inclusive di,0,0
1657978420,FALSE,finalized,3,04/07/18 10:25,"""00""",0,0.6607,"""110""",1,0.6607,Sat Jun 08 18:02:30 +0000 2013,3.43E+17,besiktas fans usrId shared this image taksim sq . from the roof of ataturk cultural center today httpAddress #occupygezi,1,0
1657978422,FALSE,finalized,3,4/22/2018 18:32:04,"""nan""",,,"""000""",0,1,Tue Jun 04 11:51:54 +0000 2013,3.42E+17,liiroonna ronna mz salamm usrId while you are on plane to istanbul don t forget your idea to #retweet at least one tweet per httpAddress,0,0
1657978423,FALSE,finalized,3,4/22/2018 18:44:43,"""0""",,0,"""001""",0,0.6667,Fri Jun 21 20:03:20 +0000 2013,3.48E+17,#news #anarchy #alt san francisco police swarm gezi gardens to prevent re occupation as httpAddress httpAddress #retweet #current,1,0
1657978428,FALSE,finalized,3,04/03/18 19:46,"""-100""",0,0.6853,"""111""",1,1,Mon Jun 03 17:35:42 +0000 2013,3.42E+17,rt usrId i am here for the future of this little kid httpAddress why are you here ? httpAddress #occupygezi #occupyturkey,1,0
1657978429,FALSE,finalized,3,04/07/18 15:51,"""101""",1,0.6667,"""111""",1,1,Sat Jun 01 07:40:14 +0000 2013,3.41E+17,rt usrId already had our morning dose of tear httpAddress good morning to you too riot police #occupygezi #turkey,1,1
1657978430,FALSE,finalized,3,04/07/18 16:46,"""nan""",,,"""000""",0,1,Tue Jun 18 21:31:59 +0000 2013,3.47E+17,usrId that s the blue mosque in istanbul month before it all kicked off,0,0
1657978431,FALSE,finalized,3,04/03/18 18:03,"""111""",1,1,"""111""",1,1,Sat Jun 01 19:06:25 +0000 2013,3.41E+17,police attack irregularly in httpAddress parties ngos and revolutionary organisations decide to camp out in the httpAddress #occupygezi,0,1
1657978432,FALSE,finalized,3,4/14/2018 05:48:08,"""nan""",,,"""000""",0,1,Mon Jun 03 00:40:11 +0000 2013,3.41E+17,rt usrId rt usrId amazing shot from #occupyturkey protests it explains httpAddress httpAddress #direnis ima,1,0
1657978433,FALSE,finalized,3,4/21/2018 18:13:48,"""000""",0,1,"""111""",1,1,Wed Jun 05 09:30:13 +0000 2013,3.42E+17,rt usrId people ask others to not bring alcohol to gezi park by using the hashtag httpAddress #occupygezi #occupyturkey,0,0
1657978434,FALSE,finalized,3,04/03/18 21:34,"""nan""",,,"""000""",0,1,Thu Jun 13 21:55:39 +0000 2013,3.45E+17,rt usrId i can t bear this cold turkey closed season httpAddress even if stoke v west brom was on tv now i would eat it up with a fork and,0,0
1657978435,FALSE,finalized,3,04/03/18 21:22,"""000""",0,1,"""111""",1,1,Tue Jun 11 11:35:01 +0000 2013,3.44E+17,erdogan pledges no more tolerance for protest amid police crackdown httpAddress #occupygezi,1,1
1657978436,FALSE,finalized,3,04/03/18 18:26,"""0""",,0,"""001""",0,0.6594,Mon Jun 03 17:54:17 +0000 2013,3.42E+17,winning money and shit in ac with the godfather #rolltide #vacation #work #occupygezi,0,0
1657978438,FALSE,finalized,3,04/03/18 21:48,"""nan""",,,"""000""",0,1,Thu Jun 20 18:50:02 +0000 2013,3.48E+17,httpAddress understanding #syria untest according to quran amp ,0,0
1657978439,FALSE,finalized,3,04/09/18 14:15,"""nan""",,,"""000""",0,1,Fri Jun 14 13:21:23 +0000 2013,3.46E+17,rt usrId erdogan s response is driven by a sense that he has come from a position of a victim says usrId in usrId httpAddress,0,0
1657978440,FALSE,finalized,3,4/21/2018 18:03:22,"""111""",1,1,"""111""",1,1,Tue Jun 11 15:15:04 +0000 2013,3.44E+17,rt usrId here is one protestor with the gasoline bomb on his hand #gezi can you imagine this in new york or dc ? #turkey httpAddress,1,1
1657978442,FALSE,finalized,3,04/03/18 21:34,"""nan""",,,"""000""",0,1,Tue Jun 25 13:16:26 +0000 2013,3.50E+17,usrId pm erdogan not sultan nor as the name of the one around me sigh but yes you are daily porn s leader,0,0
1657978444,FALSE,finalized,3,04/06/18 13:28,"""101""",1,0.6666,"""111""",1,1,Fri May 31 23:34:05 +0000 2013,3.41E+17,rt usrId shocking scenes of brutality from turkish httpAddress of the people of turkey standing up to the tyranny #occupygezi #,1,1
1657978448,FALSE,finalized,3,04/03/18 18:16,"""nan""",,,"""000""",0,1,Tue Jun 11 11:13:27 +0000 2013,3.44E+17,i m at has petrol bodrum turgutreis turkey httpAddress,0,0
