,Unnamed: 0,_unit_id,_golden,_unit_state_x,_trusted_judgments,_last_judgment_at_x,violence_judgment,violence,violence_confidence,protest_judgment_x,protest,protest_confidence,created_at,id,proccd_text,clean_text,non_vio_prob,vio_prob,violence_prediction
98,234,1657978264,FALSE,finalized,3,4/21/2018 18:13:48,"""0""",0,0,"""001""",0,0.6783,Sat Jun 15 09:03:45 +0000 2013,3.46E+17,rt usrId erdogan steps back from a final confrontation trying to strike an outline deal with the protesters httpAddress,erdogan steps back final confrontation trying strike outline deal,0.975314261,0.024685739,0
99,236,1657978266,FALSE,finalized,3,04/03/18 18:10,"""10""",0,0.3388,"""101""",1,0.6667,Thu Jun 13 22:08:06 +0000 2013,3.45E+17,rt usrId sad to hear of the violence in httpAddress examine yr actions with yr heart amp ,sad hear violence examine yr actions yr heart,0.871289839,0.128710161,0
100,239,1657978271,FALSE,finalized,3,04/06/18 16:09,"""nan""",0,0,"""000""",0,1,Thu Jun 20 12:36:13 +0000 2013,3.48E+17,rt usrId thomas l . friedman #turkey s #erdogan abuses his power and quickly loses it 3476944599721DD576 thu jun DD 12 36 33 00 DD13 dropping usrId and usrId off to gatwick for them to swan off to turkey whilst i m left driving home in the rain #gutted 347694521393508353 thu jun DD 12 36 48 00 DD13 check out our marinated steak tips chicken turkey and beef tenderloin from dom s meats ! perfect for grilling ! httpAddress,thomas l friedman erdogan abuses power quickly loses dropping gatwick swan whilst left driving home rain gutted check marinated steak tips chicken beef tenderloin dom meats perfect grilling,0.986741679,0.013258321,0
102,243,1657978279,FALSE,finalized,3,04/09/18 16:53,"""nan""",0,0,"""000""",0,1,Wed Jun 05 13:50:56 +0000 2013,3.42E+17,rt usrId will #istanbuls protests shift #turkeys syria stance ? #syria news httpAddress,istanbuls shift turkeys syria stance syria news,0.98881586,0.01118414,0
103,248,1657978291,FALSE,finalized,3,04/03/18 21:22,"""nan""",0,0,"""000""",0,1,Sat Jun 01 06:07:29 +0000 2013,3.41E+17,rt usrId #turkey we are learning from their soap operas and they are learning from our spring httpAddress,learning soap operas learning spring,0.948522129,0.051477871,0
104,252,1657978297,FALSE,finalized,3,04/03/18 20:51,"""00""",0,0.6748,"""110""",1,0.6748,Sat Jun 01 06:00:46 +0000 2013,3.41E+17,rt usrId i want to say fuck ! can i say that ? oh my sweet httpAddress httpAddress #occupygezi,want say fuck say oh sweet,0.892236482,0.107763518,0
105,254,1657978300,FALSE,finalized,3,04/06/18 12:16,"""00""",0,0.6668,"""110""",1,0.6668,Sun Jun 02 10:39:03 +0000 2013,3.41E+17,rt usrId #madonna stop the violence in turkey ! start a revolution of love ! tolerance human dignity and respect ! httpAddress,madonna stop violence start revolution love tolerance human dignity respect,0.883776897,0.116223103,0
106,256,1657978308,FALSE,finalized,3,04/06/18 13:45,"""nan""",0,0,"""000""",0,1,Sun Jun 16 15:42:48 +0000 2013,3.46E+17,rt usrId prime minister erdogan addressing the millions in istanbul i m not your master but i m your httpAddress #istanbul #earthly #he,prime minister erdogan addressing millions master earthly he,0.988375788,0.011624212,0
108,259,1657978314,FALSE,finalized,3,4/21/2018 18:09:20,"""nan""",0,0,"""000""",0,1,Wed Jun 26 06:42:06 +0000 2013,3.50E+17,D weeks today ill be off to turkey,d weeks today ill,0.976862559,0.023137441,0
109,261,1657978316,FALSE,finalized,3,04/07/18 17:12,"""nan""",0,0,"""000""",0,1,Mon Jun 03 17:09:14 +0000 2013,3.42E+17,not everyone is with the secularists in turkey httpAddress liveleak,everyone secularists liveleak,0.948522129,0.051477871,0
110,266,1657978324,FALSE,finalized,3,04/09/18 14:15,"""nan""",0,0,"""000""",0,1,Tue Jun 11 21:28:12 +0000 2013,3.45E+17,deciding whether to ween or to cold turkey back onto pharmaceuticals,deciding whether ween cold back onto pharmaceuticals,0.948522129,0.051477871,0
111,270,1657978332,FALSE,finalized,3,04/07/18 17:12,"""00""",0,0.6667,"""101""",1,0.6667,Thu Jun 06 14:45:26 +0000 2013,3.43E+17,speakers in gezi park calling on people across turkey to come out when erdogan returns at httpAddress make a lot of noise so that he can hear us,speakers calling people across come erdogan returns make lot noise hear us,0.976037114,0.023962886,0
112,273,1657978335,FALSE,finalized,3,04/03/18 20:18,"""nan""",0,0,"""000""",0,1,Mon Jun 03 13:24:40 +0000 2013,3.42E+17,httpAddress dangerous black bloc fighted by police ! httpAddress,dangerous black bloc fighted police,0.835713926,0.164286074,0
113,275,1657978341,FALSE,finalized,3,04/06/18 11:52,"""00""",0,0.6632,"""110""",1,0.6632,Sat Jun 01 05:03:08 +0000 2013,3.41E+17,usrId yeah there was an occupy movement to save a park in istanbul and the police went nuts,yeah occupy movement save police went nuts,0.817283755,0.182716245,0
114,276,1657978345,FALSE,finalized,3,04/03/18 20:45,"""nan""",0,0,"""000""",0,1,Sun Jun 09 09:01:08 +0000 2013,3.44E+17,usrId 4th #national #biocidal #congress with #international participation will be held between march 19 23 DD in #antalya #turkey,th national biocidal congress international participation held march antalya,0.960716606,0.039283394,0
115,277,1657978352,FALSE,finalized,3,4/20/2018 13:22:17,"""00""",0,0.7,"""110""",1,0.7,Fri Jun 07 09:22:40 +0000 2013,3.43E+17,for the kurds every day is #occupygezi httpAddress,kurds every day,0.962412677,0.037587323,0
116,278,1657978353,FALSE,finalized,3,04/07/18 16:21,"""nan""",0,0,"""000""",0,1,Sun Jun 02 18:49:31 +0000 2013,3.41E+17,stay safe friends in istanbul ! httpAddress,stay safe friends,0.904034352,0.095965648,0
117,279,1657978356,FALSE,finalized,3,04/03/18 18:24,"""0""",0,0,"""001""",0,0.6612,Mon Jun 03 15:49:31 +0000 2013,3.42E+17,post edited no letup in turkey protests httpAddress,post edited letup,0.948522129,0.051477871,0
118,285,1657978364,FALSE,finalized,3,04/04/18 09:01,"""nan""",0,0,"""000""",0,1,Thu Jun 06 07:16:44 +0000 2013,3.43E+17,monster httpAddress eggs with cottage cheese turkey bacon and toasted oatalicious httpAddress on leg day !! httpAddress,monster eggs cottage cheese bacon toasted oatalicious leg day,0.96875402,0.03124598,0
119,289,1657978370,FALSE,finalized,3,04/03/18 19:03,"""000""",0,1,"""111""",1,1,Mon Jun 03 17:31:49 +0000 2013,3.42E+17,rt usrId latest travel advice for turkey httpAddress british nationals should avoid all demonstrations !,latest travel advice british nationals avoid demonstrations,0.887025614,0.112974386,0
120,290,1657978372,FALSE,finalized,3,04/04/18 09:01,"""01""",1,0.3342,"""110""",1,0.6658,Fri May 31 15:46:23 +0000 2013,3.40E+17,rt usrId after a day of ignoring protests and police violence in #istanbul every major channel aired entire 45 minute presser b,day ignoring police violence every major channel aired entire minute presser b,0.456934771,0.543065229,1
121,292,1657978374,FALSE,finalized,3,4/21/2018 17:54:13,"""0""",0,0,"""001""",0,0.6783,Tue Jun 04 13:18:19 +0000 2013,3.42E+17,rt usrId turkey is a democracy not a dictatorship so there is no reason to compare protests in istanbul to tahrir rather than was,democracy dictatorship reason compare tahrir rather,0.913486838,0.086513162,0
122,294,1657978378,FALSE,finalized,3,04/03/18 22:10,"""00""",0,0.6712,"""101""",1,0.6712,Mon Jun 17 18:46:05 +0000 2013,3.47E+17,thanks vlad great video audio #occupygezi live at httpAddress,thanks vlad great video audio live,0.962096974,0.037903026,0
124,299,1657978383,FALSE,finalized,3,04/03/18 18:22,"""nan""",0,0,"""000""",0,1,Sat Jun 08 11:26:19 +0000 2013,3.43E+17,usrId women are second class in there religion thats why i don t understand it as i ve been to turkey which is a muslim country and,women second class religion thats understand muslim country,0.964235847,0.035764153,0
126,301,1657978385,FALSE,finalized,3,04/03/18 17:11,"""111""",1,1,"""111""",1,1,Sun Jun 02 08:18:36 +0000 2013,3.41E+17,rt usrId people helping out street animals affected by tear httpAddress stop police violence ! #turkey #direngeziparki #occupygezi httpAddress,people helping street animals affected tear stop police violence,0.109076335,0.890923665,1
127,303,1657978388,FALSE,finalized,3,4/21/2018 17:56:14,"""0""",0,0,"""001""",0,0.6783,Sat Jun 01 15:04:51 +0000 2013,3.41E+17,dear internet no the turkish government wasnt hours from httpAddress exaggerating hurts these causes httpAddress httpAddress,dear internet government wasnt hours exaggerating hurts causes,0.959892728,0.040107272,0
128,305,1657978391,FALSE,finalized,3,04/07/18 17:04,"""000""",0,1,"""111""",1,1,Tue Jun 25 13:56:03 +0000 2013,3.50E+17,rt usrId the real side of gezi with me on live tv . my only request would be to show the footage i provide as well #stoplyingcnn,real side live tv request would show footage provide well stoplyingcnn,0.873348424,0.126651576,0
129,306,1657978392,FALSE,finalized,3,4/22/2018 12:37:26,"""1""",0,0,"""001""",0,0.6783,Mon Jun 03 13:06:26 +0000 2013,3.42E+17,why turks are fighting to take back istanbul by david kenner fp passport httpAddress,turks fighting take back david kenner fp passport,0.948522129,0.051477871,0
130,307,1657978393,FALSE,finalized,3,04/03/18 21:53,"""010""",0,0.6721,"""111""",1,1,Sat Jun 01 11:33:06 +0000 2013,3.41E+17,rt usrId frightening httpAddress coming from httpAddress #direngaziparki appears to be the main hashtag used,frightening coming direngaziparki appears main hashtag used,0.90425034,0.09574966,0
131,308,1657978396,FALSE,finalized,3,4/22/2018 12:35:10,"""1""",0,0,"""001""",0,0.6783,Fri May 31 16:09:08 +0000 2013,3.41E+17,rt usrId its astounding how i ve seen almost no coverage of protests paralyzing life in downtown istanbul on turkish tv except for may,astounding seen almost coverage paralyzing life downtown tv except,0.949049574,0.050950426,0
132,309,1657978399,FALSE,finalized,3,04/03/18 17:33,"""1""",0,0,"""001""",0,0.6612,Tue Jun 18 19:10:40 +0000 2013,3.47E+17,usrId #humanrights #anonymous #turkey 7 822 injured with DD in serious condition bianet httpAddress english bianet http httpAddresshttpAddresst . cohttpAddressktnjpg3zwa,humanrights anonymous injured serious condition bianet english bianet cohttpaddressktnjpg zwa,0.772293866,0.227706134,0
134,314,1657978406,FALSE,finalized,3,04/03/18 21:18,"""011""",1,0.6594,"""111""",1,1,Fri May 31 21:09:42 +0000 2013,3.41E+17,rt usrId this old man lost an ear #occupygezi but the police didn t allow the ambulance to move in ! httpAddress,old man lost ear police allow ambulance move,0.663764504,0.336235496,1
135,315,1657978408,FALSE,finalized,3,4/14/2018 05:48:08,"""nan""",0,0,"""000""",0,1,Wed Jun 05 12:01:46 +0000 2013,3.42E+17,#turkey live streaming from the trade union demonstration in istanbul taksim httpAddress,live streaming trade union demonstration,0.9393191,0.0606809,0
136,316,1657978409,FALSE,finalized,3,04/11/18 21:50,"""nan""",0,0,"""000""",0,1,Fri May 31 18:47:33 +0000 2013,3.41E+17,would do anything to go back to egyptturkey !,would anything go back egyptturkey,0.948522129,0.051477871,0
137,318,1657978412,FALSE,finalized,3,4/23/2018 09:27:53,"""0""",0,0,"""001""",0,0.6783,Sun Jun 16 18:43:35 +0000 2013,3.46E+17,rt usrId the police are not here to fight httpAddress they re here to protect the rich from the httpAddress turkey is only today s examp,police fight protect rich today examp,0.845919476,0.154080524,0
138,319,1657978413,FALSE,finalized,3,04/06/18 12:00,"""nan""",0,0,"""000""",0,1,Sun Jun 16 04:06:54 +0000 2013,3.46E+17,rt usrId when thousands of people march from a continent to another at httpAddress am that is writing httpAddress httpAddress #oc,thousands people march continent another writing oc,0.97829316,0.02170684,0
139,320,1657978415,FALSE,finalized,3,04/07/18 09:31,"""nan""",0,0,"""000""",0,1,Thu Jun 06 18:35:01 +0000 2013,3.43E+17,it s telling isn t it ? #turkey pm usrId has more than 2 7 mill followers on twitter but follows no one usrId usrId,telling mill followers twitter follows one,0.960095447,0.039904553,0
140,321,1657978416,FALSE,finalized,3,04/04/18 09:23,"""nan""",0,0,"""000""",0,1,Sat Jun 08 20:47:45 +0000 2013,3.43E+17,rt usrId disappointed by the lost opportunity at the #istanbul conference to reach out to those calling for respect inclusive di,disappointed lost opportunity conference reach calling respect inclusive di,0.948522129,0.051477871,0
141,322,1657978420,FALSE,finalized,3,04/07/18 10:25,"""00""",0,0.6607,"""110""",1,0.6607,Sat Jun 08 18:02:30 +0000 2013,3.43E+17,besiktas fans usrId shared this image taksim sq . from the roof of ataturk cultural center today httpAddress #occupygezi,besiktas fans shared image sq roof ataturk cultural center today,0.940826269,0.059173731,0
142,323,1657978422,FALSE,finalized,3,4/22/2018 18:32:04,"""nan""",0,0,"""000""",0,1,Tue Jun 04 11:51:54 +0000 2013,3.42E+17,liiroonna ronna mz salamm usrId while you are on plane to istanbul don t forget your idea to #retweet at least one tweet per httpAddress,liiroonna ronna mz salamm plane forget idea retweet least one tweet per,0.932005181,0.067994819,0
144,327,1657978430,FALSE,finalized,3,04/07/18 16:46,"""nan""",0,0,"""000""",0,1,Tue Jun 18 21:31:59 +0000 2013,3.47E+17,usrId that s the blue mosque in istanbul month before it all kicked off,blue mosque month kicked,0.948522129,0.051477871,0
145,331,1657978434,FALSE,finalized,3,04/03/18 21:34,"""nan""",0,0,"""000""",0,1,Thu Jun 13 21:55:39 +0000 2013,3.45E+17,rt usrId i can t bear this cold turkey closed season httpAddress even if stoke v west brom was on tv now i would eat it up with a fork and,bear cold closed season even stoke v west brom tv would eat fork,0.949049574,0.050950426,0
146,334,1657978438,FALSE,finalized,3,04/03/18 21:48,"""nan""",0,0,"""000""",0,1,Thu Jun 20 18:50:02 +0000 2013,3.48E+17,httpAddress understanding #syria untest according to quran amp ,understanding syria untest according quran,0.95861883,0.04138117,0
148,339,1657978448,FALSE,finalized,3,04/03/18 18:16,"""nan""",0,0,"""000""",0,1,Tue Jun 11 11:13:27 +0000 2013,3.44E+17,i m at has petrol bodrum turgutreis turkey httpAddress,petrol bodrum turgutreis,0.948522129,0.051477871,0
150,342,1657978457,FALSE,finalized,3,04/03/18 18:11,"""000""",0,1,"""111""",1,1,Sun Jun 02 07:02:06 +0000 2013,3.41E+17,rt usrId rt usrId #turkey you are not alone !! #occupygezi #gezi # solidarity httpAddress via nyxxisnite,alone solidarity via nyxxisnite,0.968816451,0.031183549,0
151,345,1657978460,FALSE,finalized,3,04/03/18 19:36,"""nan""",0,0,"""000""",0,1,Sun Jun 23 19:22:03 +0000 2013,3.49E+17,gorgeous meal with very lovely usrId in istanbul after another wonderful httpAddress must sees include #museumofinnocence love this town !,gorgeous meal lovely another wonderful must sees include museumofinnocence love town,0.979600369,0.020399631,0
152,347,1657978466,FALSE,finalized,3,04/06/18 12:30,"""0""",0,0,"""010""",0,0.6666,Sun Jun 16 14:30:19 +0000 2013,3.46E+17,looking at erdogan attacking peaceful protesters one can only imagine what ak would have done if flotilla would have invaded turkey waters,looking erdogan attacking peaceful one imagine ak would done flotilla would invaded waters,0.803044823,0.196955177,0
153,348,1657978467,FALSE,finalized,3,04/03/18 17:15,"""000""",0,1,"""111""",1,1,Thu Jun 06 17:43:08 +0000 2013,3.43E+17,turkey pm to continue with istanbul park plan despite protests despite mass protests in the country against httpAddress httpAddress,continue plan despite despite mass country,0.954121974,0.045878026,0
154,349,1657978468,FALSE,finalized,3,04/03/18 21:45,"""nan""",0,0,"""000""",0,1,Tue Jun 25 18:25:04 +0000 2013,3.50E+17,educators in turkey pass on iet information httpAddress,educators pass iet information,0.948522129,0.051477871,0
155,351,1657978470,FALSE,finalized,3,4/22/2018 18:17:21,"""000""",0,1,"""111""",1,1,Sun Jun 09 11:19:31 +0000 2013,3.44E+17,rt usrId turkish pm erdogan i will not seek permission from hoodlums to implement my plans for taksim #occupygezi httpAddress,erdogan seek permission hoodlums implement plans,0.983331641,0.016668359,0
156,358,1657978481,FALSE,finalized,3,04/03/18 19:45,"""nan""",0,0,"""000""",0,1,Fri Jun 14 16:50:22 +0000 2013,3.46E+17,rt usrId who r these peeps who have the will power D stay up till midnight yet not eat snacks after httpAddress chips salsa turkey r,r peeps power d stay till midnight yet eat snacks chips salsa r,0.953103632,0.046896368,0
157,359,1657978482,FALSE,finalized,3,4/22/2018 18:44:43,"""000""",0,1,"""111""",1,1,Sat Jun 15 21:30:30 +0000 2013,3.46E+17,siraselviler near german hospital #occupygezi httpAddress,siraselviler near german hospital,0.948522129,0.051477871,0
158,360,1657978484,FALSE,finalized,3,04/09/18 20:53,"""nan""",0,0,"""000""",0,1,Mon Jun 24 16:13:30 +0000 2013,3.49E+17,#bumpshowmeetbieber for god sakes istanbul turkey eleven,bumpshowmeetbieber god sakes eleven,0.949299345,0.050700655,0
159,361,1657978486,FALSE,finalized,3,04/03/18 20:51,"""nan""",0,0,"""000""",0,1,Tue Jun 25 16:26:04 +0000 2013,3.50E+17,thumb like a bernard matthews turkey drummer,thumb like bernard matthews drummer,0.909140936,0.090859064,0
161,365,1657978493,FALSE,finalized,3,04/03/18 19:09,"""nan""",0,0,"""000""",0,1,Tue Jun 11 03:51:06 +0000 2013,3.44E+17,usrId sorry to say but httpAddress c i have my heart in certain places and sony took them all and gobbled it up like a large turkey leg,sorry say c heart certain places sony took gobbled like large leg,0.864955878,0.135044122,0
162,369,1657978498,FALSE,finalized,3,04/04/18 09:16,"""nan""",0,0,"""000""",0,1,Mon Jun 24 12:32:29 +0000 2013,3.49E+17,cards laid out by arthur van steen in httpAddress httpAddress,cards laid arthur van steen,0.948522129,0.051477871,0
163,371,1657978501,FALSE,finalized,3,04/06/18 13:01,"""000""",0,1,"""111""",1,1,Tue Jun 11 19:27:33 +0000 2013,3.45E+17,rt usrId all international news channels showing the riots in turkey #direngeziparki,international news channels showing riots,0.949358719,0.050641281,0
164,372,1657978502,FALSE,finalized,3,04/03/18 18:22,"""nan""",0,0,"""000""",0,1,Sun Jun 02 19:58:56 +0000 2013,3.41E+17,rt usrId dont shoot the messenger human rights in #turkey httpAddress shameful #turkish press as i mention httpAddress,dont shoot messenger human rights shameful press mention,0.916141897,0.083858103,0
165,373,1657978503,FALSE,finalized,3,04/03/18 22:47,"""nan""",0,0,"""000""",0,1,Sat Jun 15 19:35:16 +0000 2013,3.46E+17,usrId not when they are wearing the erdogan s puppets hats ! they are his tools in his power drunk game !,wearing erdogan puppets hats tools power drunk game,0.984841786,0.015158214,0
167,382,1657978516,FALSE,finalized,3,04/07/18 15:36,"""nan""",0,0,"""000""",0,1,Sat Jun 22 16:03:01 +0000 2013,3.48E+17,rt usrId in DD in turkey a sheep committed suicide by jumping off a cliff and DD sheep followed the first httpAddress,sheep committed suicide jumping cliff sheep followed first,0.948522129,0.051477871,0
168,383,1657978518,FALSE,finalized,3,04/03/18 22:44,"""nan""",0,0,"""000""",0,1,Sun Jun 02 00:01:24 +0000 2013,3.41E+17,usrId talk about something worth it . bloody friday in turkey httpAddress,talk something worth bloody friday,0.951845038,0.048154962,0
169,387,1657978524,FALSE,finalized,3,4/21/2018 18:11:12,"""0""",0,0,"""001""",0,0.6783,Wed Jun 05 04:00:47 +0000 2013,3.42E+17,full page ad campaign inspired by turkey s protests becomes one of usrId fastest ever httpAddress by usrId,full page ad campaign inspired becomes one fastest ever,0.95229757,0.04770243,0
171,389,1657978526,FALSE,finalized,3,04/03/18 22:16,"""00""",0,0.6631,"""011""",1,0.6631,Thu Jun 13 21:46:03 +0000 2013,3.45E+17,taksim square is unbelievable right httpAddress a piano thousands listening to game of thrones !,square unbelievable right piano thousands listening game thrones,0.993497655,0.006502345,0
172,391,1657978528,FALSE,finalized,3,4/18/2018 05:47:05,"""nan""",0,0,"""000""",0,1,Fri Jun 07 11:23:49 +0000 2013,3.43E+17,don t forget to try our amazing roasted turkey carved off the httpAddress available httpAddress don t miss this great deal !,forget try amazing roasted carved available miss great deal,0.972630861,0.027369139,0
173,392,1657978530,FALSE,finalized,3,04/03/18 22:17,"""01""",0,0.356,"""101""",1,0.6526,Thu Jun 13 13:31:41 +0000 2013,3.45E+17,rt usrId #erdogan world is watching concerned at final warning you have httpAddress is not democracy but httpAddress #tu,erdogan world watching concerned final warning democracy tu,0.991738,0.008262,0
174,396,1657978536,FALSE,finalized,3,4/21/2018 18:09:20,"""nan""",0,0,"""000""",0,1,Fri Jun 07 14:52:55 +0000 2013,3.43E+17,bieber should go to httpAddress could get beaten senseless oh httpAddress #turkeyneedsbelievetour,bieber go could get beaten senseless oh turkeyneedsbelievetour,0.950299827,0.049700173,0
175,397,1657978539,FALSE,finalized,3,04/03/18 18:06,"""10""",0,0.3324,"""110""",1,0.6594,Mon Jun 24 19:05:39 +0000 2013,3.49E+17,rt usrId turkey s semi official anatolian reports police officer who shot dead ethem sarisuluk released because court ruled he fired in,semi official anatolian reports police officer shot dead ethem sarisuluk released court ruled fired,0.687096824,0.312903176,0
176,401,1657978547,FALSE,finalized,3,4/22/2018 12:42:04,"""nan""",0,0,"""000""",0,1,Sat Jun 01 19:10:32 +0000 2013,3.41E+17,rt usrId if many in turkey don t trust their government the certainly don t trust their httpAddress for the silent press it s be,many trust government certainly trust silent press,0.865212562,0.134787438,0
177,402,1657978548,FALSE,finalized,3,04/03/18 18:13,"""000""",0,1,"""111""",1,1,Sun Jun 16 06:46:49 +0000 2013,3.46E+17,42 for #peoplepower ! iman84nl hi world this is what a real revolution looks like ! #turkey right now ! #direngezi httpAddress,peoplepower iman nl hi world real revolution looks like right direngezi,0.943390418,0.056609582,0
178,403,1657978554,FALSE,finalized,3,04/03/18 18:42,"""0""",0,0,"""010""",0,0.6667,Sat Jun 15 22:30:24 +0000 2013,3.46E+17,rt usrId #tens of thousands of people attempting to cross from #asia to #europe across #bosphorus bridge after many ferry crossing,tens thousands people attempting cross asia europe across bosphorus bridge many ferry crossing,0.97829316,0.02170684,0
179,404,1657978557,FALSE,finalized,3,04/03/18 19:09,"""000""",0,1,"""111""",1,1,Fri May 31 14:01:32 +0000 2013,3.40E+17,rt usrId mass protests in istanbul against the destruction of the city s last public green space are met with httpAddress httpAddress,mass destruction city last public green space met,0.9402846,0.0597154,0
180,405,1657978558,FALSE,finalized,3,4/22/2018 12:37:26,"""0""",0,0,"""001""",0,0.6783,Thu Jun 06 22:08:31 +0000 2013,3.43E+17,usrId well you did httpAddress istanbul s akp area executor said httpAddress usrId,well akp area executor said,0.948522129,0.051477871,0
181,410,1657978569,FALSE,finalized,3,04/03/18 18:16,"""nan""",0,0,"""000""",0,1,Tue Jun 11 08:54:49 +0000 2013,3.44E+17,usrId a guardian article on the sexual abuse of kurdish women in turkish httpAddress httpAddress #everydaysexism,guardian article sexual abuse kurdish women everydaysexism,0.964235847,0.035764153,0
182,412,1657978571,FALSE,finalized,3,5/16/2018 12:47:55,"""0""",0,0,"""001""",0,0.6667,Sat Jun 15 09:05:38 +0000 2013,3.46E+17,minor earthquake western turkey on june 15 2013 most important earthquake data magnitude local time .. httpAddress,minor earthquake western june important earthquake data magnitude local time,0.986536819,0.013463181,0
183,413,1657978572,FALSE,finalized,3,04/03/18 18:22,"""nan""",0,0,"""000""",0,1,Mon Jun 24 11:15:22 +0000 2013,3.49E+17,update 1 istanbul exchange to choose partner in q3 before listing chairman turkey has merged the istanbul httpAddress httpAddress,update exchange choose partner q listing chairman merged,0.948522129,0.051477871,0
184,414,1657978573,FALSE,finalized,3,04/07/18 17:14,"""nan""",0,0,"""000""",0,1,Fri Jun 07 19:47:02 +0000 2013,3.43E+17,rt usrId peaceful demonstrations are a legitimate way to express views in a democratic httpAddress eu commissioner usrId in #ist,peaceful demonstrations legitimate way express views democratic eu commissioner ist,0.856239749,0.143760251,0
185,415,1657978575,FALSE,finalized,3,04/04/18 08:57,"""000""",0,1,"""111""",1,1,Fri Jun 07 08:46:15 +0000 2013,3.43E+17,who let the penguins out ? #direnataturkhavalimani #direnturkiyetayyipgeliyor #direngezipark #arkszlerinipenguenledeitir,let penguins direnataturkhavalimani direnturkiyetayyipgeliyor arkszlerinipenguenledeitir,0.948522129,0.051477871,0
186,418,1657978578,FALSE,finalized,3,04/03/18 21:47,"""nan""",0,0,"""000""",0,1,Mon Jun 10 14:23:14 +0000 2013,3.44E+17,rt usrId this is real httpAddress usrId of turks in #istanbul have a positive view of #erdogan ,real turks positive view erdogan,0.962383931,0.037616069,0
187,420,1657978582,FALSE,finalized,3,04/03/18 19:05,"""000""",0,1,"""111""",1,1,Sat Jun 15 09:45:07 +0000 2013,3.46E+17,rt usrId the gezi platform is expected to make an announcement later in the httpAddress i m guessing there are fierce debates going on .,platform expected make announcement later guessing fierce debates going,0.965282649,0.034717351,0
188,421,1657978586,FALSE,finalized,3,04/04/18 09:10,"""nan""",0,0,"""000""",0,1,Sun Jun 09 19:59:18 +0000 2013,3.44E+17,wanna go back to this #mumma #turkey httpAddress,wanna go back mumma,0.948522129,0.051477871,0
189,422,1657978587,FALSE,finalized,3,04/03/18 21:12,"""00""",0,0.6757,"""110""",1,0.6757,Thu Jun 13 15:19:52 +0000 2013,3.45E+17,rt usrId turkey econ minister gezi park protests backed by interest rate lobby has prevented turkey building a httpAddress ok ! httpAddress,econ minister backed interest rate lobby prevented building ok,0.963908859,0.036091141,0
190,423,1657978588,FALSE,finalized,3,04/03/18 17:39,"""000""",0,1,"""111""",1,1,Tue Jun 04 05:36:50 +0000 2013,3.42E+17,rt usrId in a dictatorship one man fucks up the httpAddress in a democracy everyone does it httpAddress #occupygezi,dictatorship one man fucks democracy everyone,0.923147397,0.076852603,0
191,424,1657978589,FALSE,finalized,3,04/06/18 14:11,"""nan""",0,0,"""000""",0,1,Thu Jun 06 21:38:17 +0000 2013,3.43E+17,imma have to get another one of those turkey httpAddress was on point,imma get another one point,0.948522129,0.051477871,0
193,427,1657978595,FALSE,finalized,3,4/22/2018 18:46:35,"""0""",0,0,"""001""",0,0.6667,Sat Jun 01 08:52:10 +0000 2013,3.41E+17,rt usrId i m so disappointed for the events happened at taksim my heart is with all turkish httpAddress,disappointed events happened heart,0.948522129,0.051477871,0
194,433,1657978606,FALSE,finalized,3,4/21/2018 18:11:12,"""nan""",0,0,"""000""",0,1,Sat Jun 15 11:29:03 +0000 2013,3.46E+17,rt usrId my piece about turkeys response to the eu sorry wrong httpAddress there is no member nation httpAddress httpAddress,piece turkeys response eu sorry wrong member nation,0.955611777,0.044388223,0
195,436,1657978609,FALSE,finalized,3,04/03/18 21:58,"""001""",0,0.6712,"""111""",1,1,Sat Jun 15 17:57:36 +0000 2013,3.46E+17,rt usrId gezi park under attack ! please go live now ! usrId usrId usrId usrId usrId usrId usrId #direngeziparki,attack please go live,0.930363357,0.069636643,0
196,438,1657978611,FALSE,finalized,3,04/03/18 19:17,"""nan""",0,0,"""000""",0,1,Tue Jun 25 16:29:55 +0000 2013,3.50E+17,dear england do you like play a game with turkey like before ? but a reminder to you this is new and big turkey ! #stoplyingcnn,dear england like play game like reminder new big stoplyingcnn,0.911129581,0.088870419,0
197,440,1657978616,FALSE,finalized,3,04/07/18 16:27,"""001""",0,0.6667,"""111""",1,1,Sat Jun 22 17:40:03 +0000 2013,3.48E+17,rt usrId the people in taksim throw carnations and the turkish state responds with thuggery and intimidation ! httpAddress,people throw carnations state responds thuggery intimidation,0.938954812,0.061045188,0
198,447,1657978631,FALSE,finalized,3,04/09/18 14:10,"""nan""",0,0,"""000""",0,1,Tue Jun 11 21:09:49 +0000 2013,3.45E+17,rt usrId new photos from httpAddress water cannon hold off #taksim sq . protesters tuesday httpAddress httpAddress httpAddress,new photos water cannon hold sq tuesday,0.780176971,0.219823029,0
199,448,1657978632,FALSE,finalized,3,04/04/18 09:06,"""nan""",0,0,"""000""",0,1,Sat Jun 15 19:35:29 +0000 2013,3.46E+17,rt usrId counting down to photoshoot in istanbul with usrId team supporting launch of httpAddress bags to pack yet,counting photoshoot team supporting launch bags pack yet,0.948522129,0.051477871,0
201,453,1657978647,FALSE,finalized,3,04/03/18 19:00,"""0""",0,0,"""001""",0,0.6612,Mon Jun 10 07:17:25 +0000 2013,3.44E+17,turkey taxi drivers blocking the water canon trucks from moving towards the httpAddress httpAddress,taxi drivers blocking water canon trucks moving towards,0.851090557,0.148909443,0
