violence,protest,proccd_text,text
0,0,i don t wanna revise i just wanna burn like a christmas turkey,"I don't wanna revise, I just wanna burn like a christmas turkey :("
0,1,19fidel40 silence is a crime against police brutality ! rt please !! #occupygezi #occupyturkey #wearegezi #turkey httpAddress,"""@19fidel40: Silence is a crime against police brutality! RT PLEASE!!! #occupygezi #occupyturkey #wearegezi #turkey http://t.co/ES8rmzO2B9"""
0,1,rt usrId this is the chemical they added to the water cannons httpAddress usrId #occupygezi #direngeziparki via usrId,RT @GrEeN_EyEs66: This is the chemical they added to the water cannons http://t.co/QhEGUREp6Q @TRPardus #occupygezi #direngeziparki via @Cr
1,1,in harbiye near taksim people report police driving their vehicles over httpAddress httpAddress,"In Harbiye, near Taksim, people report police driving their vehicles over them. http://t.co/ampUQdQoIx"
0,1,riot police move into taksim square httpAddress,Riot Police Move Into Taksim Square http://t.co/ynY3GTulM3
0,0,ok fine goodbye turkey s man ! we are end !! gt ,"ok,fine,goodbye,turkey's man! we are end !!! &gt;_&lt;"
0,0,gorgeous meal with very lovely usrId in istanbul after another wonderful httpAddress must sees include #museumofinnocence love this town !,Gorgeous meal with very lovely @gregorynash_bc in Istanbul after another wonderful day. Must sees include #museumofinnocence Love this town!
0,1,rt usrId a widely circulated photo from the protests in turkey is actually from a marathon httpAddress httpAddress,RT @michaelhayes: A Widely Circulated Photo From The Protests In Turkey Is Actually From A Marathon http://t.co/PVyGY9GOG6 http://t.co/wsxM
0,1,for those who want D understand what is happening right now in #istanbul with #direngezipark #occupygezi httpAddress via usrId,For those who want 2 understand what is happening right now in #Istanbul with #direngezipark #occupygezi http://t.co/iKJlL2WQfR Via @57UN
0,1,rt usrId #sesvertrkiyebulkesahipsizdeil #turkey this has become a subject about more than just saving some httpAddress this is a,RT @systematicdecay: #sesVerTrkiyeBulkeSahipsizDeil #Turkey This has become a subject about more than just saving some trees. This is a
0,0,turkey violence flares bangkok post news bangkok post httpAddress,Turkey violence flares | Bangkok Post: news - Bangkok Post http://t.co/Lb4Rvbz6xV
1,1,rt usrId breaking a 20 year old turkish man has died after a taxi drove into a group of protesters in istanbul,RT @NewsOnTheMin: BREAKING: A 20-year-old Turkish man has died after a taxi drove into a group of protesters in Istanbul
0,0,i think #turkey just went #batshit #cnn,I think #turkey just went #batshit #cnn
1,1,usrId usrId usrId is chemical war this is violence ! #occupygezi httpAddress #opturkey,"@bbc @CNN @reutersThis is chemical war, this is violence! #occupygezi http://t.co/1Bna6XJE1P #OpTurkey"
0,0,turkeys prime minister accuses cnn bbc of fabricating news httpAddress via usrId sure that s exactly it . httpAddress,"Turkeys Prime Minister Accuses CNN, BBC of Fabricating News http://t.co/VcoxWQbxyd via @tvnewser
i'm sure that's exactly it. lies."
0,0,usrId haha na i m just teaching english in turkey for the summer,@_PakAttack_ haha na I'm just teaching English in turkey for the summer
0,0,rt usrId who r these peeps who have the will power D stay up till midnight yet not eat snacks after httpAddress chips salsa turkey r,"RT @ESPN_Colin: Who r these peeps who have the will power 2 stay up till midnight yet not eat snacks after dinner. Chips, salsa, turkey r"
0,0,new turkish alcohol laws could pull the plug on istanbul s nightlife httpAddress,New Turkish Alcohol Laws Could Pull The Plug On Istanbul's Nightlife http://t.co/8gWz6WUUmR
1,1,great footage from inside #turkey clashes video revolution in DD seconds httpAddress #occupygezi #direnankara #direnizmir,Great footage from inside #Turkey clashes Video: 'Revolution In 90 Seconds' http://t.co/5fU5oxTPvs #occupygezi #direnankara #direnizmir
0,0,rt usrId dont #kurds deserve same solidarity and media attention ? why is there such a selective empathy when it comes to who is,RT @Jews4Kurdistan: Dont #Kurds deserve same solidarity and media attention? Why is there such a selective empathy when it comes to who is 
0,1,rt usrId i am here for the future of this little kid httpAddress why are you here ? httpAddress #occupygezi #occupyturkey,"RT @fulyacandas: ""I am here for the future of this little kid, officer. Why are you here?"" http://t.co/h4TyUxjKlH #occupygezi #occupyturkey"
1,1,gezi 5 httpAddress provocateurs burning public vehicles http httpAddresshttpAddresst . cohttpAddress2qh08cu6kj,Gezi-5 / Provocateurs burning public vehicles http://t.co/2qh08CU6Kj
0,1,what is happening in httpAddress a human desire to protect space parks trees amp ,"What is happening in Instanbul. A human desire to protect space, parks, trees &amp; human dignity. #occupygezi http://t.co/25SwaA36C5"
1,1,rt usrId massive tear gas clouds fill istanbul s taksim square as riot police push back httpAddress httpAddress,RT @cnnbrk: Massive tear gas clouds fill Istanbul's Taksim Square as riot police push back protesters. http://t.co/k5ACNnct1p
0,0,erdogan protests delayed plans for gaza visit httpAddress via usrId,Erdogan: Protests delayed plans for Gaza visit http://t.co/u4T1tzHUKf via @ynet
0,0,turkey going httpAddress,Turkey going ham.
1,1,rt usrId 100s arrested in httpAddress protestors locked up in a basketball httpAddress people plan to march there and release them #occupy,RT @mdbergfeld: 1000s arrested in Ankara. Protestors locked up in a basketball stadium. People plan to march there and release them #occupy
0,0,httpAddress dangerous black bloc fighted by police ! httpAddress,"03/06/2013
A dangerous black bloc fighted by police! http://t.co/PryIDOlioT"
0,0,wale ft . rihanna bad httpAddress #1love #bestsong #great #amazing !!,Wale ft. Rihanna - Bad http://t.co/mgKT21hKHQ #1LOVE #BestSong #Great #Amazing !!! *__*
0,0,rt usrId went for nice swim previous today ! #turkey httpAddress,RT @OscarEnestad: Went for nice swim previous today! #Turkey http://t.co/YfddcNpeE6
0,0,usrId because he let somebody eat my turkey httpAddress and you know i dont play about httpAddress,@jRockk10 because he let somebody eat my turkey burger. And you know i dont play about food.
0,1,rt usrId cnn international europe has a new hitler #occupygezi #direngezi #direngeziseninleyiz,"RT @duyguderun: CNN INTERNATIONAL: "" Europe has a new Hitler "" #occupygezi #direngezi #direngeziseninleyiz"""
0,0,we love you turkish prime minister erdogan may allah protect you from the zionists,We love you turkish prime minister Erdogan may Allah protect you from the zionists
0,0,D week s till turkey #cant #wait,3 week's till turkey #cant#wait
0,0,usrId 4th #national #biocidal #congress with #international participation will be held between march 19 23 DD in #antalya #turkey,@Ecolab 4th #National #Biocidal #Congress with #International Participation will be held between March 19-23 2014 in #Antalya #Turkey
0,1,why protests in istanbul should look eerily familiar to residents of canadian httpAddress via usrId httpAddress,Why protests in Istanbul should look eerily familiar to residents of Canadian Cities. Via @Blindmanspistol http://t.co/BOMWoYYHOL
0,1,rt usrId noam chomsky s call to the world about the #taksim gezi park resistance in turkey httpAddress,RT @Scrataliano: Noam Chomsky's call to the World about the #Taksim Gezi Park Resistance in Turkey http://t.co/JQUXg2Lpix
0,0,diren usrId,Diren @ulusalkanaltv
0,1,rt usrId as istanbul mayor gave live presser assuring freedom of expression riot cops blasted 100s demonstrators in taksim httpAddress,"RT @IvanCNN: As Istanbul mayor gave live presser assuring freedom of expression, riot cops blasted 1000s demonstrators in Taksim http://t.c"
0,1,usrId turkeyemergency this is an invasion of a country by its own httpAddress #occupygezi usrId usrId,"@baguven: ""@TurkeyEmergency: This is an invasion of a country by its own police. #occupygezi"" @CNNLive @camanpour"
0,0,good afternoon turkey . httpAddress,Good afternoon Turkey . http://t.co/jF6SKtzbiB
0,0,rt usrId awful news coming out of #turkey in real time on httpAddress httpAddress,RT @alexisohanian: Awful news coming out of #turkey in real-time on r/worldnews http://t.co/dcZS7EdTQl
0,0,rt usrId behind the barricades with usrId as a possible showdown looms in istanbul httpAddress via usrId,RT @BruceOrwall: Behind the barricades with @joeWSJ as a possible showdown looms in Istanbul: http://t.co/pBaVryeila via @WSJ
0,1,justinwedes dear tayyip can you plz build another park ? too packed here ! #occupygezi,"""@justinwedes: Dear Tayyip, can you plz build another park? Too packed here! #occupygezi"""
0,0,thumb like a bernard matthews turkey drummer,Thumb like a bernard matthews turkey drummer
1,1,#occupygezi #stanbul #taksim no ! istanbul is not foggy in httpAddress it is tear gas ! httpAddress,#occupygezi #stanbul #Taksim no! Istanbul is not foggy in June. It is tear gas! http://t.co/Aae9gDHP2m
0,0,rt usrId #canada diplomats in #turkey huge help in getting usrId myself released so httpAddress a big thank you !,RT @sasapetricic: #Canada diplomats in #Turkey huge help in getting @DerekStoffelCBC myself released so quickly. A big thank you!
0,0,turkey is palestine somali httpAddress are gut but muslim is devil for you therefore we love erdogan #stoplyingcnn,"Turkey is Palestine,somali Myanmar.buddhist,jewish,christ are gut but MUSLIM is devil for you therefore we love Erdogan #stoplyingcnn"
0,1,rt usrId the whole world is watching istanbul ! #direngezipark #occupygezi httpAddress,"RT @OccupyWallStNYC: The whole world is watching, Istanbul! #DirengeziPark #OccupyGezi http://t.co/TxpWjEDSeH"
0,1,rt usrId scenes from ankara and izmir quite httpAddress with police httpAddress about this results in being labeled a p,"RT @amberinzaman: Scenes from Ankara and Izmir quite dramatic.Clashes with police continue.Tweeting about this results in being labeled a""p"
0,1,rt usrId #occupygezi do not trust httpAddress security bbim is completely insecure use otr for secure chat httpAddress,"RT @ioerror: #occupygezi - Do not trust RIM/Blackberry ""security"" - BBIM is completely insecure - use OTR for secure chat: http://t.co/r3So"
0,0,the prime minister of #turkey has said to me social media is the worst menace to httpAddress,"The Prime Minister of #Turkey has said, ""To me, social media is the worst menace to society."""
0,0,rt usrId rihanna is in turkey httpAddress,RT @RihannaDaily: Rihanna is in Turkey http://t.co/coJMY6FFMm
0,0,rt usrId on call out to istanbul thnks !! much good coverage of the critical httpAddress i cont httpAddress,RT @SaskiaSassen: on call out to istanbul:THNKS!!!!much good coverage of the critical aspects. I (cont) http://t.co/thEkSfyGk3
0,0,diplomat #ankara to summon #german envoy in tit for tat move #now eng #turkey,Diplomat: #Ankara to summon #German envoy in tit-for-tat move #NOW_Eng #Turkey
0,0,rt usrId D sheep jumped off a cliff in turkey amp ,"RT @WildestFacts: 1 sheep jumped off a cliff in Turkey &amp; 1500 sheep followed, only about 400 died because the other sheep feel on a soft pi"
0,1,rt usrId usrId please rt turkish government are killing us . turkish media on blackout #direngezipark httpAddress,RT @ugrasergun: @TheDailyShow please RT Turkish Government are killing us. Turkish media on blackout #direngezipark http://t.co/Dw8bn2eoXz
0,0,rt usrId official page of communist party of turkey tkp is now active in httpAddress announcements from tkp and httpAddress httpAddress,RT @tkpninsesi: Official page of Communist Party of Turkey (TKP) is now active in English. Announcements from TKP and important... http://t
0,0,rt usrId a lawyer taken into custody in istanbul law httpAddress justice is not blind but dead httpAddress usrId httpAddress,"RT @welmaren: A lawyer taken into custody in Istanbul Law Court. Justice is not blind but dead today.
@CNN @BBCWorld http://t.co/g1qzr7t8Zu"
0,1,rt usrId a guide to whats going on in istanbuls gezi park httpAddress #gezipark #occupygezi #direngezipark,RT @marklittlenews: A guide to whats going on in Istanbuls Gezi Park http://t.co/7PjfT7ZyFj #GeziPark #occupygezi #direngezipark
0,1,rt usrId right now in taksim httpAddress #occupygezi #wearegezi httpAddress,RT @BatmanWI: Right now in Taksim Square. #occupygezi #wearegezi http://t.co/lwxaMvo9ym
0,0,our tees arrives to the brandcelona s httpAddress #turkey #welovebdcn #tees httpAddress,Our tees arrives to the brandcelona's ambassadors. #turkey #welovebdcn #tees http://t.co/PP8mlm5fCk
1,1,rt usrId photo clashes continue in #taksim square between turkish police and protesters httpAddress httpAddress,RT @BBCBreaking: PHOTO: Clashes continue in #Taksim Square between Turkish police and protesters http://t.co/DOj3dw2xVA http://t.co/NBaP1wB
0,0,so tonight is karaoke night and tomorrow is a beach party with a bbq .. i m in my glory #holiday #turkey,So tonight is karaoke night and tomorrow is a beach party with a BBQ .. I'm in my glory #holiday #turkey
0,0,turkey reacts to popes remarks on so called armenian genocide the turkish foreign ministry has reacted in a .. httpAddress,Turkey Reacts to Popes Remarks on So Called Armenian Genocide: The Turkish Foreign Ministry has reacted in a ... http://t.co/J0Ej158pDc
0,0,rt usrId usrId usrId are off to turkey and i m stuck inside doing biology essays however DD days until #kenya #sa,"RT @beth_dalton: @Alison_Dalton @brassbuttonz are off to Turkey and I'm stuck inside doing biology essays, however 32 days until #kenya #sa"
1,1,rt usrId amnesty press release on #turkey police violence secret detentions arrest of doctors #direngeziparki #occupygezi http,"RT @andrewegardner: Amnesty press release on #Turkey police violence, secret detentions, arrest of doctors #direngeziparki #occupygezi http"
0,0,rt usrId turkey the world is watching the people of turkey you are not httpAddress,"RT @PJenningsUNI: Turkey the world is watching,the people of turkey you are not alone."
0,1,this is no longer a story about a tree a park a politics or a httpAddress httpAddress #istanbul #occupygezi,"""This is no longer a story about a tree, a park, a politics or a cause."" http://t.co/zwYHaTJUfm #istanbul #occupygezi"
0,0,this time in D weeks i ll be chilling in turkey #buzzing #sunsunsun,This time in 2 weeks i'll be chilling in turkey #buzzing #sunsunsun
0,1,usrId amazing photo people walking towards #taksim from D httpAddress #turkey last night httpAddress,@Anonymous_wolrd: Amazing Photo People walking towards #Taksim from 4 directions.#occupygezi #turkey last night http://t.co/Vx5A1wSr5L
0,1,turkey to charge DD more over protests httpAddress via usrId #occupygezi,"Turkey to charge 18 more over protests http://t.co/gM5ESn24X3 via @NOW_eng
#deringezi #occupygezi"
1,1,rt usrId this old man lost an ear #occupygezi but the police didn t allow the ambulance to move in ! httpAddress,"RT @LoB_sww: This old man lost an ear #occupygezi , but the police didn't allow the ambulance to move in ! http://t.co/yNGyOq5cLl"
0,0,#bumpshowmeetbieber usrId usrId please bump me to justin he s my idol and i can t afford it . please angus ily turkey,"#BumpShowMeetBieber @bumpshow @Angus_OL PLEASE BUMP ME TO JUSTIN, HE'S MY IDOL AND I CAN'T AFFORD IT. PLEASE ANGUS ILY (TURKEY)"
0,0,usrId amazing ! i love turkey,@AeshaKilani Amazing ! I love Turkey :)
0,1,rt usrId in a hyper connected world you can never be cold to the public ! httpAddress #direngeziparki #wearegezi,"RT @HarvardBiz: In a hyper-connected world, you can never be cold to the Public! http://t.co/abTY3wUAzJ #direngeziparki #wearegezi"
0,0,rt usrId turkey s state tv regulatory body says they fined halktv which aired protests live not penguin films but it has not,"RT @WashingtonPoint: Turkey's state TV regulatory body says, they fined HalkTV, which aired protests live not penguin films, but it has not"
1,1,rt usrId more police use water cannons down narrow side street to disperse crowds live httpAddress #taksim,RT @RT_com: MORE: police use water cannons down narrow side street to disperse crowds - LIVE http://t.co/EYn5QOTHKC #Taksim
0,0,rt usrId #turkey we are learning from their soap operas and they are learning from our spring httpAddress,RT @zaidbenjamin: #Turkey: We are learning from their soap operas and they are learning from our Spring http://t.co/4A79o2DJdM
0,1,erdogan pledges no more tolerance for protest amid police crackdown httpAddress #occupygezi,Erdogan pledges no more tolerance for protest amid police crackdown http://t.co/boq9IlycoO #occupygezi
0,0,rt usrId the real champion is trabzonspor for 2010 2011 season in turkey #occupyuefaandstopmatchfixers usrId usrId,RT @tevfkk: The real Champion is TRABZONSPOR for 2010-2011 season in Turkey #OccupyUefaAndStopMatchFixers @UEFAcom @FIFAcom@SkySportsNews @
0,1,rt usrId istanbul park battle teargas and clashes amid tree uprooting project photo gallery httpAddress #occupygezi #turkey,RT @RT_com: Istanbul park battle: Teargas and clashes amid tree uprooting project (PHOTO GALLERY) http://t.co/dYesf6wJjC #occupygezi #Turkey
0,0,usrId #akp kicks people out of their home for runaway development projects and for the profit of akp httpAddress how is that freedom ?,@shasanoglu #AKP kicks people out of their home for runaway development projects and for the profit of AKP cronies. How is that freedom?
1,1,rt usrId zeynep erdim dim 5th day of #occupygezi #turkish police use extensive tear gas against protestors httpAddress,"RT @inagaddadavidah: ""@zeynep_erdim dim: 5th day of #occupygezi, #Turkish police use extensive tear gas against protestors http://t.co/5c5T"
0,0,usrId usrId opportunists always surface during times of revolt and he would join erdogan camp if he is paid more by them,@HulyaElmas1 @OralBeyaz Opportunists always surface during times of revolt and he would join Erdogan camp if he is paid more by them
0,1,#halktv candir #direngaziparki,#halktv candir :) #direngaziparki
0,1,rt usrId dogus power center httpAddress #occupygezi #occupyturkey #1milletuyaniyor httpAddress,"RT @mousie13li: Dogus power center, maslak. #occupygezi #occupyturkey #1milletuyaniyor http://t.co/CxuVPDJepR"
1,1,the events that occured in turkey yesterday are horrifying and its sad that they won t be televised bc of their httpAddress #direngezipark,"The events that occured in Turkey yesterday are horrifying, and its sad that they won't be televised bc of their govt.. #direngezipark"
0,0,it is possible to get something decent at httpAddress turkey burger D chicken tenders side salad DD cals,It is possible to get something decent at hardees. Turkey burger + 3 chicken tenders + side salad = 770 cals
0,1,even though the 2 week record of police action on #occupygezi would prove me wrong on that last httpAddress,Even though the 2-week record of police action on #OccupyGezi would prove me wrong on that last tweet/hope
0,1,rt usrId erdoan there is this curse called httpAddress social media is the curse of society httpAddress #occupygezi httpAddress,"RT @argyris: Erdoan: ""There is this curse called Twitter. Social media is the curse of society today."" #occupygezi http://t.co/kMwhegPxBj"
0,1,my #friend #gene playing the #tambourine at #zuccotti park #occupygezinyc #resistanbul #ows #occupygezi httpAddress httpAddress,My #friend #Gene playing the #tambourine at #Zuccotti park #OccupyGeziNYC #Resistanbul #ows #OccupyGezi #so... https://t.co/fnUeZBRMXc
0,0,rt usrId #worldfact turkey is now a wholly vegetarian country amp ,"RT @Donna_Gallers: #WorldFACT Turkey is now a wholly vegetarian country &amp; will be renamed Meat Substitute, next year."
0,1,rt usrId olympic games of httpAddress you must be very proud pm httpAddress #occupygezi #occupyturkey,"RT @AyseSu: Olympic Games of Violence. You must be very proud, PM Erdogan. #occupygezi #occupyturkey"
0,0,rt usrId i can t bear this cold turkey closed season httpAddress even if stoke v west brom was on tv now i would eat it up with a fork and,RT @prodnose: I can't bear this cold turkey closed season thing. Even if Stoke v West Brom was on TV now I would eat it up with a fork and 
0,0,usrId pm erdogan not sultan nor as the name of the one around me sigh but yes you are daily porn s leader,"@SarahHashem2 PM Erdogan not sultan nor as the name of the one around me sigh, but yes you are daily porn's leader+"
0,1,istanbul s governor says turkish police would not target protesters who sit at the gezi park in taksim square httpAddress httpAddress,Istanbul's governor says Turkish police would not target protesters who sit at the Gezi Park in Taksim Square -... http://t.co/qo4PpMTubo
0,0,about to make some turkey bacon yess .,"About to make some turkey bacon, yesss ."
0,1,protests in turkey the big picture httpAddress httpAddress,Protests in Turkey - The Big Picture - http://t.co/ImjKqgpyLX http://t.co/LwUSvdodLT
1,1,rt usrId people are back on the streets of ankara httpAddress police are httpAddress #direnankara usrId httpAddress,RT @seanpaulkelley: People are back on the streets of Ankara tonight. Police are attacking. #direnankara @BuketUzuner http://t.co/9aDqXQQP1X
0,1,rt usrId i really hope that erdogan and the akp are paying httpAddress turkey is a democracy not a theocracy #occupygezi #di,"RT @thelittleidiot: i really hope that erdogan and the akp are paying attention... ""turkey is a democracy, not a theocracy"" #occupygezi #di"
0,0,turkey duck httpAddress,Turkey Duck https://t.co/T3YutOQBfc
0,1,rt usrId this very well might be one of the most powerful images of #occupygezi a whirling dervish in a gas mask httpAddress,RT @BanuAkdenizli: This very well might be one of the most powerful images of #occupygezi: A whirling dervish in a gas mask https://t.co/Lv
0,0,cyril ts usrId lol gazi it seems like they hve changed sunny park to sadton lol we missing out we need to go bck to pta rt cobo,"""@cyril_ts: @Mpeshshongwe04 lol gazi it seems like they hve changed sunny park to sadton lol we missing out,we need to go bck to pta""RT cobo"
0,0,fawkxy protests have begun infront of the ntv building for its major role in #mediablackout #turkey httpAddress #occupyturkey,''@Fawkxy Protests have begun infront of the NTV building for its major role in #MediaBlackout #Turkey http://t.co/4hfAOhegM2 #occupyturkey
0,0,rt usrId erdogan is destroying httpAddress amazing !,RT @canikligil: Erdogan is destroying himself. Amazing!
0,0,usrId usrId wrong taco boy your plan said D oz turkey with brown rice you decided to make tacos for that meal ! #tacoboy,@scottmowry @Kiss_My_Star wrong taco boy - your plan said - 6 oz turkey with brown rice - you decided to make tacos for that meal ! #tacoboy
0,1,thousands in #turkey are protesting construction of malls by demolishing existing httpAddress this is an excuse people r fed up by pm httpAddress,Thousands in #Turkey are protesting construction of malls by demolishing existing parks. This is an excuse people r fed up by PM Erdogan.
0,0,what was your favorite holiday ? turkey last august omg was amazing httpAddress,"What was your favorite holiday? turkey last august, omg was amazing http://t.co/ZXbo51RPdx"
0,1,guy fawkes masks in #taksimsquare #direngeziparki httpAddress,Guy Fawkes masks in #TaksimSquare #DirenGeziParki http://t.co/owvO5uGC52
1,1,rt usrId tear gas fired in #istanbul s #taksim square listen as journalist tells usrId of very intense scenes httpAddress,"RT @BBCWorld: Tear gas fired in #Istanbul's #Taksim Square - listen as journalist tells @BBCNewshour of ""very intense"" scenes http://t.co/b"
0,0,scenes from turkey andbrazil boing boing httpAddress,"""Scenes from Turkey andBrazil"" - Boing Boing http://t.co/UKIfkHumhQ"
0,1,gezi park reeks turkish prime minister says httpAddress httpAddress,"Gezi Park reeks, Turkish prime minister says - http://t.co/RPsgtQMUCk http://t.co/9WI4hUDSjz"
0,0,towels imported from turkey and turkey imported from maaine,TOWELS IMPORTED FROM TURKEY and TURKEY IMPORTED FROM MAaAaINE
0,1,rt usrId crowd chants gov t resign in solidarity against fascism #istanbul #geziparki httpAddress,"RT @zeynep_erdim: Crowd chants ""Gov't resign, in solidarity against fascism"" #istanbul #geziparki http://t.co/2L6IEVHn4N"
1,1,rt usrId tear gas in the dutch consulate in istanbul turkey #istanbul #taksim #holland #consulate #turkey httpAddress,"RT @danielstork: Tear gas in the Dutch Consulate in Istanbul, Turkey #istanbul #taksim #holland #consulate #turkey http://t.co/y7PdivVCfp"
0,0,educators in turkey pass on iet information httpAddress,Educators in Turkey pass on IET information http://t.co/WhlAn2NPXW
1,1,capital city rocked by police crackdown on solidarity protest with gezi park httpAddress via usrId,Capital city rocked by police crackdown on solidarity protest with Gezi Park - http://t.co/PIi7dvF35H (via @HDNER)
0,0,rt usrId turkey s twitter curse erdogan is blaming social media instead of his party s authoritarian httpAddress httpAddress,"RT @Salon: Turkey's Twitter ""curse"": ""Erdogan is blaming social media, instead of his party's authoritarian overreach..."" http://t.co/PdZi9"
0,1,ten thousands of citizens on streets police attacks near taksim ! usrId usrId usrId usrId usrId usrId usrId usrId,"Ten thousands of citizens on streets, police attacks near Taksim! @cnni @nytimes @cnni @washingtonpost @ZDF @RaiTv @BBCNews @RTLFrance"
0,0,rt usrId this is real httpAddress usrId of turks in #istanbul have a positive view of #erdogan ,"RT @CEQuirk: This is real poll.RT @aaronstein1:""46% of Turks in #Istanbul have a positive view of #Erdogan; 54% see him negatively http://t"
0,0,rt usrId we hope our friends in turkey stay safe are free to express their dreams hopes fears in a peaceful way without being at,"RT @oivavoimusic: We hope our friends in Turkey stay safe + are free to express their dreams,hopes,fears in a peaceful way without being at"
1,1,rt usrId big party in httpAddress music fireworks demonstrators building httpAddress but cops firing gas in httpAddress watch live httpAddress,"RT @IvanCNN: Big party in Taksim. Music,fireworks, demonstrators building barricades. But cops firing gas in Besiktas. Watch LIVE: http://t"
0,0,httpAddress understanding #syria untest according to quran amp ,"https://t.co/3ddhKGc7NK --*****Understanding #Syria untest According to Quran &amp; Sunnah*** #saudiarabia #qatar #turkey #Hadith #islam #Iran"""
1,1,amnesty internationals issuing international call to its activists to take action over police violence in #taksim #direngezipark usrId,Amnesty Internationals issuing international call to its activists to take action over police violence in #Taksim #direngezipark @aforgutu
0,1,massive crowd #taksim sq . right httpAddress #live stream on httpAddress #occupyistanbul,Massive crowd #Taksim Sq. right now. #LIVE stream on http://t.co/XClNoWxujc #occupyistanbul
0,1,edo fashion shop in taksim also said that if people need a place to stay their shop is httpAddress #occupygezi #tokyo #istanbul,"Edo Fashion shop in Taksim also said that if people need a place to stay, their shop is open. #occupygezi #tokyo #istanbul"
0,0,usrId hey move those chicken wings turkey !,"@crancepants ""Hey move those chicken wings turkey!"""
0,1,turkish opposition leader accuses #erdogan of escalating tensions dragging #turkey into the fire httpAddress #occupygezi,"Turkish opposition leader accuses #Erdogan of escalating tensions, dragging #Turkey 'into the fire' http://t.co/FE5gMvcENN #OccupyGezi"
0,0,usrId as long you re hungry i could be turkey you could be ham and i could be roast,"@CarinFMartins as long you're hungry, I could be turkey you could be ham and i could be roast"
1,1,rt usrId httpAddress who took it ? mt usrId amazing picture ! man wearing a gas mask on top of ataturk cultural center #occupygezi httpAddress,RT @acarvin: Wow. Who took it? MT @57UN: Amazing picture! Man wearing a gas mask on top of Ataturk Cultural Center #occupygezi http://t.co
0,1,rt usrId frightening httpAddress coming from httpAddress #direngaziparki appears to be the main hashtag used,RT @KatieS: Frightening stories/tweets coming from #Turkey. #direngaziparki appears to be the main hashtag used
0,1,rt usrId turkey s woman in red the power of peaceful protest and strangely enough of clothes httpAddress,"RT @laurenlaverne: Turkey's Woman in Red: The power of peaceful protest, (and - strangely enough - of clothes) http://t.co/a6lchHuJYr"
0,1,rt usrId erdogan losing patience on protests httpAddress,RT @BBCWorld: Erdogan losing patience on protests http://t.co/RrdH3eUznk
0,0,news analysis turkey s history of military coups hangs over protests httpAddress,News: Analysis: Turkey's history of military coups hangs over protests http://t.co/uO5yU651tb
0,0,hey usrId i m calling for your arrest or deportation to turkey where it seems to be ok to attest journalists you are the traitor !,"Hey @RepPeteKing -I'm calling for your arrest, or deportation to Turkey, where it seems to be ok to attest journalists--YOU are the traitor!"
0,0,i think i want turkey bacon now too ! she got me all geeked,I think I want turkey bacon now too! She got me all geeked
1,1,police attack protesters in istanbuls taksim square #direngezi #gallery #nyt httpAddress,Police Attack Protesters in Istanbuls Taksim Square #direngezi #gallery #nyt http://t.co/q2OeitJvgr
0,1,rt usrId woot !! rt usrId some of the police have quit their jobs and joined the httpAddress #occupygezi usrId,RT @Michelle9647: Woot!!! RT @fulyacandas: Some of the police have quit their jobs and joined the protests. #occupygezi @Reuters
1,1,turkey protests clashes rage in istanbul s besiktas bbc news bbc news turkey protests httpAddress,Turkey protests: Clashes rage in Istanbul's Besiktas - BBC News: BBC News Turkey protests http://t.co/U3YQjL2LQD
0,1,rt usrId gezi park under attack ! please go live now ! usrId usrId usrId usrId usrId usrId usrId #direngeziparki,RT @AylinAsLIM: Gezi park under attack! Please go live NOW! @IvanCNN @BBCWorld @BBCNews @BBCBreaking @Reuters @cnni @cnnbrk #direngeziparki
0,1,rt usrId i m broadcasting gezipark raid #occupygezi live on httpAddress come watch and chat ! httpAddress 9 25am,"RT @GlobalRevLive: I'm broadcasting ""gezipark raid #occupygezi"" live on @Ustream. Come watch and chat! - http://t.co/vIXOBnKUdP (9:25am)"
0,1,usrId usrId usrId usrId please help us spread our message and stop the violation of human rights in turkey ! #occupygezi,@NATO @UNESCO @UNICEF @EU_Commission Please help us spread our message and stop the violation of human rights in Turkey! #occupygezi
0,0,to anyone who may have known me as the grillmaster i rightfully pass that title onto httpAddress he makes a mean turkey httpAddress,"To anyone who may have known me as ""The GrillMaster"", I rightfully pass that title onto @rupert__06. He makes a mean turkey burger."
0,0,never thought i d come to turkey and find the love of my life httpAddress,Never thought I'd come to Turkey and find the love of my life :') http://t.co/Pp7DwJEvcb
0,0,this time next week me usrId will be in turkey ! #wellneeded,This time next week me @knappster1986 will be in Turkey! #wellneeded
0,1,is this a terrorist job right ? #direngeziparki #occupygezi usrId usrId usrId usrId httpAddress,"Is this a ''terrorist'' job, right? #direngeziparki #occupygezi @cnnbrk @cnnbrk @bbcworldservice @Reuters http://t.co/mYtCC0PHYC"
0,0,#erdogan internat media does not see the massacres in syria the events in gaza ,"#Erdogan:""Internat media does not see the massacres in Syria, the events in Gaza; they all focus only on Turkey. Where were they for Syria?"""
0,1,rt usrId protesters supporting #occupygezi must champion human rights amp ,"RT @SlaughterAM: Protesters supporting #occupygezi must champion human rights &amp; equal representation for ALL Turks, religious, secular, &amp; e"
0,1,rt usrId calling all cities of the world come out 8 9 june reclaim your public spaces to show #solidarity with #occupygezi http,RT @takethesquare: Calling all cities of the world: Come out 8-9 June reclaim your public spaces to show #solidarity with #OccupyGezi http:
