_unit_id,text_x,text_y,proccd_text_x,protest_x,protest_y,protest_confidence,violence_x,violence_y,violence_confidence,created_at_x,_golden_x
1657978079,RT @LeighTurnerFCO: #Istanbul 1315 Saturday - municipal digger cleaning up inside Gezi Park. Spot the penguin http://t.co/1c1NnXcbZ6,RT @LeighTurnerFCO: #Istanbul 1315 Saturday - municipal digger cleaning up inside Gezi Park. Spot the penguin http://t.co/1c1NnXcbZ6,rt usrId #istanbul DD saturday municipal digger cleaning up inside gezi httpAddress spot the penguin httpAddress,"1
1
1",1,1,"0
0
0",0,1,Sat Jun 15 11:33:33 +0000 2013,FALSE
1657978080,RT @andrewegardner: Unbelievable threat from Turkey Health Minister today to prosecute doctors treating injured protestors #occupygezi #dir,RT @andrewegardner: Unbelievable threat from Turkey Health Minister today to prosecute doctors treating injured protestors #occupygezi #dir,rt usrId unbelievable threat from turkey health minister today to prosecute doctors treating injured protestors #occupygezi #dir,"1
1
1",1,1,"0
0
1",0,0.6757,Thu Jun 13 16:25:07 +0000 2013,FALSE
1657978081,"RT @mariadavou: Istanbul, you are not alone... #direngaziparki #occupygezi http://t.co/yGfk1N52gA","RT @mariadavou: Istanbul, you are not alone... #direngaziparki #occupygezi http://t.co/yGfk1N52gA",rt usrId istanbul you are not httpAddress #direngaziparki #occupygezi httpAddress,"1
1
1",1,1,"0
0
0",0,1,Sat Jun 01 09:40:27 +0000 2013,FALSE
1657978082,Have you ever needed medical treatment in Turkey? What did you think of it?,Have you ever needed medical treatment in Turkey? What did you think of it?,have you ever needed medical treatment in turkey ? what did you think of it ?,"0
0
0",0,1,"
",,,Thu Jun 13 21:10:02 +0000 2013,FALSE
1657978083,RT @djvjgrrl: Change the world one tweet at a time. Support #OccupyGezi by tweeting the hashtag #WeAreGezi,RT @djvjgrrl: Change the world one tweet at a time. Support #OccupyGezi by tweeting the hashtag #WeAreGezi,rt usrId change the world one tweet at a httpAddress support #occupygezi by tweeting the hashtag #wearegezi,"1
1
1",1,1,"0
0
0",0,1,Wed Jun 05 16:50:13 +0000 2013,FALSE
1657978084,RT @Insanity_Brain: ANNOUNCEMENT- PLZ BE RESPONSIVE CANSEL A 13 YEARS OLD GIRL IS LOST AT TAKSIM GEZIPARK. HER FAMILY ON STAGE PLZ HELP THE,RT @Insanity_Brain: ANNOUNCEMENT- PLZ BE RESPONSIVE CANSEL A 13 YEARS OLD GIRL IS LOST AT TAKSIM GEZIPARK. HER FAMILY ON STAGE PLZ HELP THE,rt usrId announcement plz be responsive cansel a DD years old girl is lost at taksim httpAddress her family on stage plz help the,"0
1
1",1,0.6648,"
0
0",0,1,Tue Jun 11 19:16:14 +0000 2013,FALSE
1657978085,proof of the police violence in Turkey @BBCWorld @BBCBreaking @cnnbrk @CNN @UNESCO http://t.co/suChDP5w4Q #Turkey #direngeziparki,proof of the police violence in Turkey @BBCWorld @BBCBreaking @cnnbrk @CNN @UNESCO http://t.co/suChDP5w4Q #Turkey #direngeziparki,proof of the police violence in turkey usrId usrId usrId usrId usrId httpAddress #turkey #direngeziparki,"1
1
1",1,1,"1
1
1",1,1,Sun Jun 02 17:34:05 +0000 2013,FALSE
1657978086,Video: Turkish police brutally disperse Istanbul park demolition protest,Video: Turkish police brutally disperse Istanbul park demolition protest,video turkish police brutally disperse istanbul park demolition protest,"1
1
0",1,0.6552,"0
1
",1,0.5263,Sat Jun 01 00:17:15 +0000 2013,FALSE
1657978087,Some of my friends would go to that show in Turkey:/ Wise decision though.,Some of my friends would go to that show in Turkey:/ Wise decision though.,some of my friends would go to that show in httpAddress wise decision httpAddress,"0
0
0",0,1,"
",,,Tue Jun 11 14:21:48 +0000 2013,FALSE
1657978088,"Expect him to talk to his base, insult protesters RT @aaronstein1 Erdogan just started speaking to the AKP at the parliament","Expect him to talk to his base, insult protesters RT @aaronstein1 Erdogan just started speaking to the AKP at the parliament",expect him to talk to his base insult protesters rt usrId erdogan just started speaking to the akp at the parliament,"1
0
1",1,0.6827,"0
0",0,1,Tue Jun 11 09:00:22 +0000 2013,FALSE
1657978089,RT @amnesty: Act Now! Send a message to Turkish authorities to end abuse and reveal extent of injuries http://t.co/lmh0O5x4qA Pls RT #occup,RT @amnesty: Act Now! Send a message to Turkish authorities to end abuse and reveal extent of injuries http://t.co/lmh0O5x4qA Pls RT #occup,rt usrId act now ! send a message to turkish authorities to end abuse and reveal extent of injuries httpAddress pls rt #occup,"1
1
0",1,0.6645,"0
1
",0,0.5135,Mon Jun 03 22:24:32 +0000 2013,FALSE
1657978090,Once placement is over I am definitely fasting before Turkey,Once placement is over I am definitely fasting before Turkey,once placement is over i am definitely fasting before turkey,"0
0
0",0,1,"
",,,Tue Jun 04 20:43:43 +0000 2013,FALSE
1657978091,RT @cams21de: solidarity to #turkey #istanbul this ist for you http://t.co/uTmYQcpelp #occupygezi #direngezipark watch spread -) http://,RT @cams21de: solidarity to #turkey #istanbul this ist for you http://t.co/uTmYQcpelp #occupygezi #direngezipark watch spread -) http://,rt usrId solidarity to #turkey #istanbul this ist for you httpAddress #occupygezi #direngezipark watch spread httpAddress,"1
1
1",1,1,"0
0
0",0,1,Mon Jun 17 16:38:44 +0000 2013,FALSE
1657978092,RT @Mercuryous: What is happening in #Taksim and #Ankara should get support of WorldWide members of #occupy http://t.co/s9SabopWj3 http://t,RT @Mercuryous: What is happening in #Taksim and #Ankara should get support of WorldWide members of #occupy http://t.co/s9SabopWj3 http://t,rt usrId what is happening in #taksim and #ankara should get support of worldwide members of #occupy httpAddress httpAddress,"1
1
1",1,1,"0
0
0",0,1,Mon Jun 17 23:01:19 +0000 2013,FALSE
1657978093,Turkey: It's not about the park anymore - What began as a small sit-in over the Turkish government's plan to demol... http://t.co/eOFlktCrrf,Turkey: It's not about the park anymore - What began as a small sit-in over the Turkish government's plan to demol... http://t.co/eOFlktCrrf,turkey it s not about the park anymore what began as a small sit in over the turkish government s plan to httpAddress httpAddress,"1
0
1",1,0.6606,"0
0",0,1,Mon Jun 03 12:39:59 +0000 2013,FALSE
1657978094,RT @itchsspeeches: Solidarity with the PEOPLE of turkey. Fuck the police,RT @itchsspeeches: Solidarity with the PEOPLE of turkey. Fuck the police,rt usrId solidarity with the people of httpAddress fuck the police,"1
0
0",0,0.672,"0
",0,1,Thu Jun 06 09:17:49 +0000 2013,FALSE
1657978095,"#direngaziparki http://t.co/y36jJrHikB
Troubling things happening in Turkey
(Open in a browser)","#direngaziparki http://t.co/y36jJrHikB
Troubling things happening in Turkey
(Open in a browser)",#direngaziparki httpAddress things happening in turkey open in a browser,"1
1
1",1,1,"0
0
0",0,1,Sat Jun 01 16:48:25 +0000 2013,FALSE
1657978096,RT @FrankLampardUK: Reports in Turkey that Mikel has agreed to join Galatasaray. Gutted if true.,RT @FrankLampardUK: Reports in Turkey that Mikel has agreed to join Galatasaray. Gutted if true.,rt usrId reports in turkey that mikel has agreed to join httpAddress gutted if httpAddress,"0
0
0",0,1,"
",,,Fri Jun 14 14:07:26 +0000 2013,FALSE
1657978097,"RT @RT_com: Despite attack on http://t.co/tZZZ3YIP1M we continue to post updates on Bradley #Manning trial, protests in #Turkey and other s","RT @RT_com: Despite attack on http://t.co/tZZZ3YIP1M we continue to post updates on Bradley #Manning trial, protests in #Turkey and other s",rt usrId despite attack on httpAddress we continue to post updates on bradley #manning trial protests in #turkey and other s,"0
1
1",1,0.6594,"
0
0",0,1,Mon Jun 03 22:07:04 +0000 2013,FALSE
1657978098,#gezi #ikea mete and bahar http://t.co/7rmvAWlzWd,#gezi #ikea mete and bahar http://t.co/7rmvAWlzWd,#gezi #ikea mete and bahar httpAddress,"1
0
0",0,0.6622,"0
",0,1,Sun Jun 09 18:33:07 +0000 2013,FALSE
1657978099,HAHAHA there's a boner and a ballsack in my turkey.,HAHAHA there's a boner and a ballsack in my turkey.,hahaha there s a boner and a ballsack in my httpAddress,"0
0
0",0,1,"
",,,Mon Jun 17 23:07:57 +0000 2013,FALSE
1657978100,RT @paulocoelho: Shame on us: tear gas used in Turkey against demonstrators is Made in Brasil @iavelar http://t.co/v8bcj4693N,RT @paulocoelho: Shame on us: tear gas used in Turkey against demonstrators is Made in Brasil @iavelar http://t.co/v8bcj4693N,rt usrId shame on us tear gas used in turkey against demonstrators is made in brasil usrId httpAddress,"0
0
1",0,0.672,"
1",1,1,Wed Jun 05 23:07:50 +0000 2013,FALSE
1657978101,"@chelseabuett chazzy is a dam fool dat I pitty , that jive turkey never worked a day in his life,, I be da king ya feel?","@chelseabuett chazzy is a dam fool dat I pitty , that jive turkey never worked a day in his life,, I be da king ya feel?",usrId chazzy is a dam fool dat i pitty that jive turkey never worked a day in his life i be da king ya feel ?,"0
0
0",0,1,"
",,,Mon Jun 24 06:03:29 +0000 2013,FALSE
1657978102,@hkanji then off to taksim?,@hkanji then off to taksim?,usrId then off to taksim ?,"0
1
1",1,0.6631,"
0
0",0,1,Sat Jun 15 19:03:26 +0000 2013,FALSE
1657978103,Mothers surrounded gezi to protect their children from riot police @Hugodixon @JoeWSJ @aaronstein1 @AChristieMiller http://t.co/QihASowiwn,Mothers surrounded gezi to protect their children from riot police @Hugodixon @JoeWSJ @aaronstein1 @AChristieMiller http://t.co/QihASowiwn,mothers surrounded gezi to protect their children from riot police usrId usrId usrId usrId httpAddress,"1
1
0",1,0.6659,"0
1
",0,0.5102,Thu Jun 13 18:56:34 +0000 2013,FALSE
1657978104,RT @aenguscollins: Recep Tayyip Erdogan. Never misses an opportunity to miss an opportunity.,RT @aenguscollins: Recep Tayyip Erdogan. Never misses an opportunity to miss an opportunity.,rt usrId recep tayyip httpAddress never misses an opportunity to miss an httpAddress,"0
0
0",0,1,"
",,,Fri Jun 07 06:24:29 +0000 2013,FALSE
1657978105,"RT @YourAnonNews: Turkish gov't declares war on its own citizens ""Protesters who return to Taksim are terrorist supporters http://t.co/RVma","RT @YourAnonNews: Turkish gov't declares war on its own citizens ""Protesters who return to Taksim are terrorist supporters http://t.co/RVma",rt usrId turkish gov t declares war on its own citizens protesters who return to taksim are terrorist supporters httpAddress,"1
1
1",1,1,"0
0
0",0,1,Sun Jun 16 16:05:56 +0000 2013,FALSE
1657978106,RT @postvirtual: Istanbul is under occupation. Police everywhere. Today relatively quiet. #OccupyGezi,RT @postvirtual: Istanbul is under occupation. Police everywhere. Today relatively quiet. #OccupyGezi,rt usrId istanbul is under httpAddress police httpAddress today relatively httpAddress #occupygezi,"1
1
1",1,1,"0
0
0",0,1,Mon Jun 17 19:11:58 +0000 2013,FALSE
1657978107,RT @BenjaminHarvey: BBC World is showing awful scenes from today's protests in Istanbul. Turkey's TV24 airing an Erdogan anti-smoking speec,RT @BenjaminHarvey: BBC World is showing awful scenes from today's protests in Istanbul. Turkey's TV24 airing an Erdogan anti-smoking speec,rt usrId bbc world is showing awful scenes from today s protests in httpAddress turkey s tv24 airing an erdogan anti smoking speec,"0
1
0",0,0.6617,"
1
",1,1,Fri May 31 20:24:51 +0000 2013,FALSE
1657978108,All Cops Are Bastards #direngezipark,All Cops Are Bastards #direngezipark,all cops are bastards #direngezipark,"1
1
1",1,1,"0
0
0",0,1,Fri May 31 17:32:08 +0000 2013,FALSE
1657978109,RT @napabilirsinki: The 8 'Fight-Club' Style Rules Of Protesting In Turkey http://t.co/HrE0jCirbG via @BI_Defense,RT @napabilirsinki: The 8 'Fight-Club' Style Rules Of Protesting In Turkey http://t.co/HrE0jCirbG via @BI_Defense,rt usrId the D fight club style rules of protesting in turkey httpAddress via usrId,"0
0
0",0,1,"
",,,Thu Jun 06 23:59:01 +0000 2013,FALSE
1657978110,"These days
no one in Iraq is safe.
no one in Sirya is safe
no one in Lebanon
no one in Pakistan
no one in Turkey
no one
is safe
..these days","These days
no one in Iraq is safe.
no one in Sirya is safe
no one in Lebanon
no one in Pakistan
no one in Turkey
no one
is safe
..these days",these days no one in iraq is httpAddress one in sirya is safe no one in lebanon no one in pakistan no one in turkey no one is httpAddress days,"0
0
1",0,0.6581,"
0",0,1,Wed Jun 05 21:50:22 +0000 2013,FALSE
1657978111,"RT @AJELive: Turkish FM Ahmet Davutoglu reportedly tells US Sec of State John Kerry that ""Turkey is not a second class democracy"" http://t.","RT @AJELive: Turkish FM Ahmet Davutoglu reportedly tells US Sec of State John Kerry that ""Turkey is not a second class democracy"" http://t.",rt usrId turkish fm ahmet davutoglu reportedly tells us sec of state john kerry that turkey is not a second class democracy httpAddress,"0
0
0",0,1,"
",,,Wed Jun 05 19:12:14 +0000 2013,FALSE
1657978113,RT @SulomeAnderson: I thought my obsession with #GoT was incompatible with monitoring the situation in #Turkey. I was wrong. #occupygezi ht,RT @SulomeAnderson: I thought my obsession with #GoT was incompatible with monitoring the situation in #Turkey. I was wrong. #occupygezi ht,rt usrId i thought my obsession with #got was incompatible with monitoring the situation in httpAddress i was httpAddress #occupygezi ht,"0
0
0",0,1,"
",,,Mon Jun 03 17:12:54 +0000 2013,FALSE
1657978114,RT @PlutoPress: Taksim Square last night http://t.co/YtsmE3i3y0,RT @PlutoPress: Taksim Square last night http://t.co/YtsmE3i3y0,rt usrId taksim square last night httpAddress,"1
1
0",1,0.659,"0
1
",0,0.5263,Wed Jun 05 14:25:20 +0000 2013,FALSE
1657978116,RT @VOT99: #milan now solidarity with turkish revolt! #occupygezi http://t.co/CZlaPwl9Nc,RT @VOT99: #milan now solidarity with turkish revolt! #occupygezi http://t.co/CZlaPwl9Nc,rt usrId #milan now solidarity with turkish revolt ! #occupygezi httpAddress,"1
1
1",1,1,"0
0
0",0,1,Thu Jun 06 23:05:56 +0000 2013,FALSE
1657978117,in tears! #OccupyGezi,in tears! #OccupyGezi,in tears ! #occupygezi,"1
1
1",1,1,"0
1
1",1,0.6594,Thu Jun 13 20:16:33 +0000 2013,FALSE
1657978119,Great graffiti from Istanbul: We saw. We heard. We know. https://t.co/K8D6HWPH76 Via who though?,Great graffiti from Istanbul: We saw. We heard. We know. https://t.co/K8D6HWPH76 Via who though?,great graffiti from istanbul we httpAddress we httpAddress we httpAddress httpAddress via who though ?,"0
0
0",0,1,"
",,,Sun Jun 16 10:59:58 +0000 2013,FALSE
1657978120,RT @JaredLeto: To our friends in Turkey: We did NOT cancel the show. The event organizers canceled the show. Want you to know. We are with ,RT @JaredLeto: To our friends in Turkey: We did NOT cancel the show. The event organizers canceled the show. Want you to know. We are with ,rt usrId to our friends in turkey we did not cancel the httpAddress the event organizers canceled the httpAddress want you to httpAddress we are with,"0
0
0",0,1,"
",,,Sat Jun 15 01:52:34 +0000 2013,FALSE
1657978121,"Injuries make Turkey task tougher: Kyle McCarthy previews a difficult assignment for the U.S. in
Turkey at the... http://t.co/oSABeNaldS","Injuries make Turkey task tougher: Kyle McCarthy previews a difficult assignment for the U.S. in
Turkey at the... http://t.co/oSABeNaldS",injuries make turkey task tougher kyle mccarthy previews a difficult assignment for the httpAddress in turkey at httpAddress httpAddress,"0
0
0",0,1,"
",,,Thu Jun 20 15:25:33 +0000 2013,FALSE
1657978122,RT @DougSaunders: Hypothesis: This isn't the Arab Spring coming north to Istanbul. It's European protest coming east to Istanbul. This is a,RT @DougSaunders: Hypothesis: This isn't the Arab Spring coming north to Istanbul. It's European protest coming east to Istanbul. This is a,rt usrId hypothesis this isn t the arab spring coming north to httpAddress it s european protest coming east to httpAddress this is a,"0
1
0",0,0.6606,"
0
",0,1,Sun Jun 02 08:22:25 +0000 2013,FALSE
1657978123,"Turkey's 'standing man' to join ranks of icons?
http://t.co/jROMV27vqs","Turkey's 'standing man' to join ranks of icons?
http://t.co/jROMV27vqs",turkey s standing man to join ranks of httpAddress,"0
0
0",0,1,"
",,,Wed Jun 19 18:42:39 +0000 2013,FALSE
1657978124,RT @rodrikdani: Surely Erdogan will go down in world history for calling social media society's greatest menace.,RT @rodrikdani: Surely Erdogan will go down in world history for calling social media society's greatest menace.,rt usrId surely erdogan will go down in world history for calling social media society s greatest httpAddress,"0
0
0",0,1,"
",,,Mon Jun 03 18:26:32 +0000 2013,FALSE
1657978126,RT @YourAnonNews: This Is Turkish Democracy In 2013! #direngeziparki #occupygezi http://t.co/YT3ZP24Y2F,RT @YourAnonNews: This Is Turkish Democracy In 2013! #direngeziparki #occupygezi http://t.co/YT3ZP24Y2F,rt usrId this is turkish democracy in 2013 ! #direngeziparki #occupygezi httpAddress,"1
1
1",1,1,"0
0
0",0,1,Sat Jun 01 08:04:53 +0000 2013,FALSE
1657978127,Turkey: Protesters And Police Clash Over Park http://t.co/5wQ9RTNM4F,Turkey: Protesters And Police Clash Over Park http://t.co/5wQ9RTNM4F,turkey protesters and police clash over park httpAddress,"1
0
1",1,0.6667,"0
0",0,1,Sat Jun 01 16:52:08 +0000 2013,FALSE
1657978128,RT @Ralph_Boes: if you have got a #twitter account please support. The goverment will fell all trees in Gezi Park in (cont) http://t.co/4pV,RT @Ralph_Boes: if you have got a #twitter account please support. The goverment will fell all trees in Gezi Park in (cont) http://t.co/4pV,rt usrId if you have got a #twitter account please httpAddress the goverment will fell all trees in gezi park in cont httpAddress,"1
0
1",1,0.6704,"0
0",0,1,Fri May 31 19:29:35 +0000 2013,FALSE
1657978129,Everybody on burkett chasin the turkey .,Everybody on burkett chasin the turkey .,everybody on burkett chasin the turkey .,"0
0
0",0,1,"
",,,Sat Jun 22 21:29:01 +0000 2013,FALSE
1657978130,Activist from Taksim says she refuses any solidarity w Taksim from an itl community that has ignored Syria for 2 yrs. http://t.co/byDTzi63kr,Activist from Taksim says she refuses any solidarity w Taksim from an itl community that has ignored Syria for 2 yrs. http://t.co/byDTzi63kr,activist from taksim says she refuses any solidarity w taksim from an itl community that has ignored syria for D httpAddress httpAddress,"0
1
1",1,0.6594,"
0
0",0,1,Sat Jun 01 18:41:41 +0000 2013,FALSE
1657978132,RT @LizSly: The CIA will deliver the arms for Syria's rebels through bases already set up in Turkey and Jordan http://t.co/UNFf8bOSe7,RT @LizSly: The CIA will deliver the arms for Syria's rebels through bases already set up in Turkey and Jordan http://t.co/UNFf8bOSe7,rt usrId the cia will deliver the arms for syria s rebels through bases already set up in turkey and jordan httpAddress,"0
0
0",0,1,"
",,,Sat Jun 15 09:36:25 +0000 2013,FALSE
1657978133,"#HarleyDavidson club Marmaris raises 5,000 TL (2,000 Euros) to buy gas masks to the people of #Gezipark","#HarleyDavidson club Marmaris raises 5,000 TL (2,000 Euros) to buy gas masks to the people of #Gezipark",#harleydavidson club marmaris raises 5 00 tl 2 00 euros to buy gas masks to the people of #gezipark,"1
1
1",1,1,"0
0
0",0,1,Thu Jun 13 15:04:38 +0000 2013,FALSE
1657978134,RT @fiverings5: #occupygezi : we are one http://t.co/OsvFbG0qkp,RT @fiverings5: #occupygezi : we are one http://t.co/OsvFbG0qkp,rt usrId #occupygezi we are one httpAddress,"1
1
1",1,1,"0
0
0",0,1,Sat Jun 08 21:46:39 +0000 2013,FALSE
1657978135,RT @promusafir: Conspiracy against Turkey's progress and development. They can't stand modern Turkey with Islamic values. Get lost you secu,RT @promusafir: Conspiracy against Turkey's progress and development. They can't stand modern Turkey with Islamic values. Get lost you secu,rt usrId conspiracy against turkey s progress and httpAddress they can t stand modern turkey with islamic httpAddress get lost you secu,"0
0
1",0,0.664,"
0",0,1,Fri Jun 07 20:16:25 +0000 2013,FALSE
1657978136,VIDEO: Clashes at Istanbul park protest http://t.co/z6kVo9vKFG,VIDEO: Clashes at Istanbul park protest http://t.co/z6kVo9vKFG,video clashes at istanbul park protest httpAddress,"1
1
0",1,0.6645,"1
1
",1,1,Fri May 31 21:02:14 +0000 2013,FALSE
1657978138,"RT @meettheturk: NO STOPPING NOW, GO ON WITH THE VOLENCE &amp; THREATS! BEDR BAYKAM
346508769322225664,Mon Jun 17 06:05:03 +0000 2013,""YESTERDAY I SPENT HOURS AND HOURS OF COOKING WINTER SOUPS, BORSH, CHICKEN, TURKEY AND JUST PLAIN GOOD VEGETABLE... http://t.co/OXXUAdeb3d","RT @meettheturk: NO STOPPING NOW, GO ON WITH THE VOLENCE &amp; THREATS! BEDR BAYKAM
346508769322225664,Mon Jun 17 06:05:03 +0000 2013,""YESTERDAY I SPENT HOURS AND HOURS OF COOKING WINTER SOUPS, BORSH, CHICKEN, TURKEY AND JUST PLAIN GOOD VEGETABLE... http://t.co/OXXUAdeb3d",rt usrId no stopping now go on with the volence amp ,"0
0
0",0,1,"
",,,Mon Jun 17 06:04:23 +0000 2013,FALSE
1657978139,"Erdogan is allowing the people to declare the protestors ""anti-religious"" with his latest statement. #occupygezi #direngeziparki","Erdogan is allowing the people to declare the protestors ""anti-religious"" with his latest statement. #occupygezi #direngeziparki",erdogan is allowing the people to declare the protestors anti religious with his latest httpAddress #occupygezi #direngeziparki,"1
1
1",1,1,"0
0
0",0,1,Sun Jun 02 12:38:03 +0000 2013,FALSE
1657978142,"Getting drunk in Turkey? Think twice: 
http://t.co/U7MjFq9GRn","Getting drunk in Turkey? Think twice: 
http://t.co/U7MjFq9GRn",getting drunk in turkey ? think twice httpAddress,"0
0
0",0,1,"
",,,Sat Jun 01 09:55:56 +0000 2013,FALSE
1657978144,"RT @duyguderun: CNN INTERNATIONAL: "" Europe has a new Hitler "" #occupygezi #direngezi #direngeziseninleyiz""","RT @duyguderun: CNN INTERNATIONAL: "" Europe has a new Hitler "" #occupygezi #direngezi #direngeziseninleyiz""",rt usrId cnn international europe has a new hitler #occupygezi #direngezi #direngeziseninleyiz,"1
1
1",1,1,"0
0
0",0,1,Tue Jun 11 18:21:50 +0000 2013,FALSE
1657978146,top news: Calm for now in Turkey protests as both sides talk - USA TODAY: BBC NewsCalm for now in Turkey prote... http://t.co/7NzESYzx8M,top news: Calm for now in Turkey protests as both sides talk - USA TODAY: BBC NewsCalm for now in Turkey prote... http://t.co/7NzESYzx8M,top news calm for now in turkey protests as both sides talk usa today bbc newscalm for now in turkey httpAddress httpAddress,"1
1
1",1,1,"0
0
0",0,1,Wed Jun 12 17:07:59 +0000 2013,FALSE
1657978147,RT @Kadikoyluler: RT @AnonOpsLegion: Kadikoy square istanbul all protesting now http://t.co/M5tswn8P7Y ll #Turkey #OccupyGezi,RT @Kadikoyluler: RT @AnonOpsLegion: Kadikoy square istanbul all protesting now http://t.co/M5tswn8P7Y ll #Turkey #OccupyGezi,rt usrId rt usrId kadikoy square istanbul all protesting now httpAddress ll #turkey #occupygezi,"1
1
1",1,1,"0
0
1",0,0.6783,Sun Jun 23 15:21:05 +0000 2013,FALSE
1657978149,Mersin and the village from my window at 5am #mersin2013 #medgame #hammerthrow #herbalife24 #turkey http://t.co/oHG6kP5UeW,Mersin and the village from my window at 5am #mersin2013 #medgame #hammerthrow #herbalife24 #turkey http://t.co/oHG6kP5UeW,mersin and the village from my window at 5am #mersin2013 #medgame #hammerthrow #herbalife24 #turkey httpAddress,"0
0
0",0,1,"
",,,Wed Jun 26 02:41:51 +0000 2013,FALSE
1657978151,"RT @Beltrew: Really disorientating being in clashes when you don't understand language, have no mask or helmet and are carrying Lonely Plan","RT @Beltrew: Really disorientating being in clashes when you don't understand language, have no mask or helmet and are carrying Lonely Plan",rt usrId really disorientating being in clashes when you don t understand language have no mask or helmet and are carrying lonely plan,"0
0
0",0,1,"
",,,Sat Jun 15 18:35:42 +0000 2013,FALSE
1657978153,"RT @VOT99: May Martyr #abdullahcomert R.I.P
here Ppl commemorating him..
#occupygezi http://t.co/kEH0aDILMF","RT @VOT99: May Martyr #abdullahcomert R.I.P
here Ppl commemorating him..
#occupygezi http://t.co/kEH0aDILMF",rt usrId may martyr #abdullahcomert httpAddress ppl commemorating httpAddress httpAddress,"1
1
0",1,0.6757,"0
0
",0,1,Wed Jun 05 22:58:48 +0000 2013,FALSE
1657978156,"RT @turansert: Shame on you @Sabah for this ""first page"" today after what has been going on in Turkey #DirenGeziParki #occupygezi http://t","RT @turansert: Shame on you @Sabah for this ""first page"" today after what has been going on in Turkey #DirenGeziParki #occupygezi http://t",rt usrId shame on you usrId for this first page today after what has been going on in turkey #direngeziparki #occupygezi httpAddress,"1
1
1",1,1,"0
0
0",0,1,Sat Jun 01 07:44:16 +0000 2013,FALSE
1657978158,If I get sunburnt here in about 15 degrees in one morning...I have no idea how I'm going to survive two weeks in Turkey in August.,If I get sunburnt here in about 15 degrees in one morning...I have no idea how I'm going to survive two weeks in Turkey in August.,if i get sunburnt here in about DD degrees in one httpAddress have no idea how i m going to survive two weeks in turkey in httpAddress,"0
0
0",0,1,"
",,,Thu Jun 06 22:13:46 +0000 2013,FALSE
1657978160,"RT @jburcubiebs: #BumpShowMeetBieber i'm from stanbul, Turkey please help we want to meet our idol &lt;3","RT @jburcubiebs: #BumpShowMeetBieber i'm from stanbul, Turkey please help we want to meet our idol &lt;3",rt usrId #bumpshowmeetbieber i m from stanbul turkey please help we want to meet our idol lt ,"0
0
0",0,1,"
",,,Mon Jun 24 16:38:53 +0000 2013,FALSE
1657978163,"RT @PJenningsUNI: #Erdogan world sees you as incredible shrinking man,stop the threats,engage,dialogue,forget the shopping mall.#WeAreGezi ","RT @PJenningsUNI: #Erdogan world sees you as incredible shrinking man,stop the threats,engage,dialogue,forget the shopping mall.#WeAreGezi ",rt usrId #erdogan world sees you as incredible shrinking man stop the threats engage dialogue forget the shopping httpAddress,"1
1
0",1,0.6695,"0
0
",0,1,Sun Jun 09 20:29:31 +0000 2013,FALSE
1657978167,"This is the #turkey who's ""democracy"" the mb have modelling their vision on.. I thank God libyans hate the sheer mention of mb.. #libya","This is the #turkey who's ""democracy"" the mb have modelling their vision on.. I thank God libyans hate the sheer mention of mb.. #libya",this is the #turkey who s democracy the mb have modelling their vision httpAddress i thank god libyans hate the sheer mention of httpAddress #libya,"0
0
0",0,1,"
",,,Sat Jun 01 01:48:26 +0000 2013,FALSE
1657978168,@joerogan ran over by tank at Taksim square protests http://t.co/HnT1FK051H,@joerogan ran over by tank at Taksim square protests http://t.co/HnT1FK051H,usrId ran over by tank at taksim square protests httpAddress,"0
1
1",1,0.6609,"
1
1",1,1,Mon Jun 03 09:28:45 +0000 2013,FALSE
1657978171,cold turkey..,cold turkey..,cold httpAddress,"0
0
0",0,1,"
",,,Sun Jun 23 23:38:59 +0000 2013,FALSE
1657978172,RT @peterson__scott: RT @JustinPKenny: on .@NewsHour @JudyWoodruff reports on #Turkey protests/ talks to @csmonitor @peterson__scott @Son,RT @peterson__scott: RT @JustinPKenny: on .@NewsHour @JudyWoodruff reports on #Turkey protests/ talks to @csmonitor @peterson__scott @Son,rt usrId rt usrId on httpAddress usrId reports on #turkey httpAddress talks to usrId usrId usrId,"0
0
0",0,1,"
",,,Wed Jun 12 22:54:15 +0000 2013,FALSE
